gene_symbol,log2fc,pval,padj
PPWD1,-0.11462854,0.9896366219765858,1.0
RP11-317P15.4,0.49724153,0.9897585373350611,1.0
GLS2,0.45533645,0.9897655709207582,1.0
CTA-445C9.14,0.3132723,0.9897655709207582,1.0
CCL8,0.090367004,0.9897913607417815,1.0
RNF217-AS1,-0.027192192,0.9897960498012962,1.0
AC106886.5,-0.3219272,0.9898007388611634,1.0
AL157786.1,-0.16129875,0.989803083391229,1.0
DISP1,-0.046601713,0.9899906460800512,1.0
LINC00969,0.10447666,0.9899918183486066,1.0
METTL6,0.042416327,0.9900797385516626,1.0
PCDH11X,0.25032812,0.9901477302580171,1.0
DNER,0.2722271,0.9902321338550463,1.0
CTC-428H11.2,0.1053516,0.9903364662301289,1.0
AC026304.1,0.04691245,0.9903739790346856,1.0
BCYRN1,0.4582153,0.9904079750321982,1.0
KCNB1,0.45527196,0.9905111354068593,1.0
AC011468.5,0.067427695,0.9905252027430063,1.0
EIF4EBP3,0.05357623,0.9906225018984286,1.0
RP3-466P17.1,0.99993503,0.9907198011933162,1.0
AC144449.1,0.68179446,0.9907268348826505,1.0
RP11-301O19.1,0.6747375,0.9907280071642762,1.0
DSG3,0.74017024,0.9907291794459221,1.0
STX1B,0.8828179,0.9907291794459221,1.0
RP4-565E6.1,0.51238394,0.9907315240092738,1.0
AP000894.4,0.8129296,0.9907315240092738,1.0
C8B,0.60515195,0.9907338685727055,1.0
RP11-434B12.1,0.3322961,0.990738557699809,1.0
AC008972.2,0.45936924,0.990738557699809,1.0
RP11-624L4.1,0.2613049,0.9907409022634807,1.0
SORCS1,0.28358296,0.9907432468272324,1.0
RP11-45M22.5,0.26003844,0.9907432468272324,1.0
GOLGA8M,0.21724394,0.9907432468272324,1.0
RP3-465N24.6,0.40609056,0.9907432468272324,1.0
CTB-32O4.2,0.2941447,0.9907432468272324,1.0
CECR5-AS1,0.22778064,0.9907479359549755,1.0
RP11-456K23.1,0.18464087,0.9907479359549755,1.0
RP1-67K17.4,0.28816193,0.9907479359549755,1.0
RP4-561L24.3,0.07694309,0.9907526250830382,1.0
KB-68A7.1,-0.1427248,0.9907620033401217,1.0
LINC00598,-0.4186585,0.9907643479045921,1.0
AL158211.2,-0.61719614,0.9907643479045921,1.0
ANKRD17,0.070983104,0.9908721979561143,1.0
BUD13,-0.07365646,0.991003493895935,1.0
TRIP12,0.021898312,0.9910128721867155,1.0
BICRA,-0.07793339,0.9910808648319288,1.0
EML1,-0.004784152,0.9912168503161848,1.0
LRP8,0.07516982,0.9913270456373126,1.0
RP11-448A19.1,0.21914938,0.9913270456373126,1.0
AC026401.3,-0.20769882,0.9913329070952168,1.0
CTC-543D15.8,0.42903614,0.9914337242441179,1.0
ZNF443,-0.20637108,0.9914583424059676,1.0
SPIRE2,0.23321486,0.9914970281052956,1.0
PRR12,-0.14768624,0.9916037069552203,1.0
RAPGEF2,0.036502015,0.9916787339287043,1.0
TOX3,1.3949088,0.9917021798730394,1.0
AC022613.1,1.1806225,0.9917021798730394,1.0
AC107294.2,2.0737526,0.9917021798730394,1.0
KSR2,2.452243,0.9917021798730394,1.0
EME1,1.4567978,0.9917021798730394,1.0
AC008972.1,0.6078624,0.9917045244678674,1.0
PNPLA3,0.6140765,0.9917045244678674,1.0
CR1L,0.8129718,0.9917045244678674,1.0
IFT74-AS1,0.6257807,0.9917045244678674,1.0
AL445426.1,0.25157604,0.9917045244678674,1.0
AC078802.1,0.16998798,0.991706869062767,1.0
LINC00638,0.8490011,0.991706869062767,1.0
POF1B,0.68355954,0.991706869062767,1.0
CENPS-CORT,0.5712642,0.9917092136577381,1.0
ERICH3,0.2510265,0.9917092136577381,1.0
C1orf87,-0.7744796,0.9917092136577381,1.0
AC010680.2,0.24266197,0.9917092136577381,1.0
PKD1L1,0.18257985,0.9917092136577381,1.0
AL359715.1,-0.56373644,0.9917115582527809,1.0
AC092718.1,-0.27946717,0.9917115582527809,1.0
SCUBE1,0.13267612,0.9917115582527809,1.0
AC104184.1,-0.36626092,0.9917115582527809,1.0
ALDH9A1,0.026304489,0.9917244535267952,1.0
CIR1,0.027162014,0.9917420379948433,1.0
UBE3D,-0.13706055,0.9917877576305196,1.0
RP11-73E17.2,-0.027777193,0.9918639570831642,1.0
NUP107,-0.011148798,0.9921593771948392,1.0
RP11-51J9.5,-0.09210441,0.9921968909375732,1.0
PCF11-AS1,0.13615163,0.9922555061950983,1.0
RNFT2,-0.38147703,0.992370392220803,1.0
LA16c-431H6.6,0.3509655,0.9924290076011343,1.0
AC006059.1,0.52629614,0.9924454199149632,1.0
RP11-449H3.3,0.25400975,0.992452453764726,1.0
RP11-631N16.4,0.30584747,0.992454798381444,1.0
RP11-468E2.5,0.22144876,0.9924594876150754,1.0
PMF1-BGLAP,0.07564544,0.9924688660831193,1.0
LRSAM1,-0.04065028,0.9924723830089043,1.0
EDC3,-0.030472044,0.9924758999348353,1.0
TMEM225B,-0.15741803,0.9925157584389221,1.0
ZNF367,0.26752293,0.9929108275470496,1.0
CNNM3,0.115250655,0.9930831579455554,1.0
RP11-817O13.9,0.2300159,0.993172254060946,1.0
CFAP53,-0.13189697,0.9932683841756388,1.0
ZNF391,0.061092097,0.9932730734520373,1.0
FGF22,-0.1918823,0.9933434126258066,1.0
RP11-467D6.1,0.5449389,0.9934078902472232,1.0
CTD-2298J14.2,0.46195987,0.9934078902472232,1.0
LA16c-OS12.2,0.3256575,0.9934196134557548,1.0
RP11-392O17.2,0.28996044,0.9934313366657069,1.0
AC027097.2,-0.030339064,0.9934336813078677,1.0
AC005476.2,0.6123239,0.9934336813078677,1.0
AC137934.1,0.19761936,0.9934360259500851,1.0
RP11-497H16.9,0.24458413,0.9934360259500851,1.0
FAM132A,0.17341983,0.9934477491620219,1.0
AL356481.1,-0.1388819,0.9934500938045792,1.0
RP11-57H14.2,0.06619473,0.9934547830898632,1.0
CTC-246B18.10,0.048650615,0.9934594723753734,1.0
STKLD1,-0.2919217,0.9934688509470713,1.0
AC004771.3,-0.37903437,0.9934852634497132,1.0
RP11-634H22.1,-0.49060985,0.9934922973802612,1.0
BCOR,0.050409332,0.9935169161411587,1.0
SH3D19,-0.007897524,0.9937912398890928,1.0
SP2-AS1,0.07292452,0.9939037831793338,1.0
C16orf95,-0.028922075,0.9940679090277444,1.0
RP11-539L10.3,0.3324141,0.9940937002554939,1.0
MSMP,0.22379065,0.9941687293166678,1.0
LINC02019,-0.27013823,0.9941804526121512,1.0
TTN-AS1,-0.019825285,0.9942496200809922,1.0
DGKQ,-0.24672209,0.9943070642829008,1.0
GS1-124K5.3,0.46742225,0.9943938168069278,1.0
AL035252.3,0.73344964,0.9943961614706638,1.0
RP11-1055B8.4,0.33176854,0.994400850798281,1.0
RP11-408A13.4,0.43828493,0.9944031954621622,1.0
TGFBR3L,0.13853066,0.9944055401260916,1.0
RP1-100J12.1,0.19669668,0.9944078847900694,1.0
RP11-405M12.3,0.18241832,0.9944078847900694,1.0
CBARP,0.4664481,0.9944078847900694,1.0
MADCAM1,0.16466153,0.9944102294540954,1.0
CATSPERD,-0.4850207,0.9944196081106821,1.0
LINC01285,-0.23941389,0.9944196081106821,1.0
RP11-182J1.17,-0.098665975,0.9944196081106821,1.0
AC011476.3,-0.35880715,0.9944289867680399,1.0
ZBTB20-AS2,-0.3724199,0.9944852587283061,1.0
AC245452.1,-0.08461219,0.9949342630372711,1.0
AMY2B,0.29930472,0.9949893628961356,1.0
HES7,-0.0006736078,0.99500460328686,1.0
RP11-285F7.2,-0.064042896,0.9950655648679284,1.0
FKBP1B,0.034615755,0.995097218007944,1.0
AC093702.1,0.4102278,0.9951370775285636,1.0
WDR24,-0.0033456187,0.995154662615054,1.0
RSPH4A,0.007451779,0.9951687306859415,1.0
AC037459.3,-0.015771527,0.9951956944926701,1.0
MGAT3,-0.29396868,0.9952378987229011,1.0
GOLGA7B,-0.7117519,0.9953058944551376,1.0
COL28A1,1.9433908,0.9953656838340817,1.0
COL22A1,1.1020881,0.9953656838340817,1.0
RP11-474G23.2,0.63549304,0.9953656838340817,1.0
AP003110.1,0.99077475,0.9953656838340817,1.0
MFSD4,0.5239316,0.9953656838340817,1.0
AL109659.2,1.1569475,0.9953656838340817,1.0
FABP6,1.1540878,0.9953680285161414,1.0
PIMREG,0.9271241,0.9953680285161414,1.0
KLC3,0.1611758,0.9953703731982411,1.0
ARMC4,0.1920803,0.9953703731982411,1.0
AC061992.1,0.20707251,0.9953703731982411,1.0
AL023584.2,0.3349902,0.9953703731982411,1.0
AC004771.4,0.34602383,0.9953703731982411,1.0
AC092587.1,-0.03510798,0.9953727178803807,1.0
ZNF491,0.041849524,0.9953727178803807,1.0
AL359715.2,0.22976956,0.9953727178803807,1.0
TMEM178B,0.062048387,0.9953727178803807,1.0
ZNF98,0.42165425,0.9953727178803807,1.0
LGALS7B,-0.0696643,0.9953727178803807,1.0
MEGF11,0.31552222,0.9953727178803807,1.0
ITPR1-DT,-0.05166689,0.9953727178803807,1.0
CHMP1B-AS1,-0.42049667,0.9953750625625604,1.0
EIF2S3B,-0.17725565,0.9953750625625604,1.0
CFAP52,-0.9169646,0.9953750625625604,1.0
RSPH14,-0.1941161,0.9953750625625604,1.0
MATN1,-0.29073307,0.9953750625625604,1.0
AC246817.2,-0.43848872,0.99537740724478,1.0
LINC00211,0.045677204,0.99537740724478,1.0
AC036108.3,-0.44253987,0.99537740724478,1.0
C2orf73,-1.0009592,0.99537740724478,1.0
OOEP,-0.22338912,0.99537740724478,1.0
AMH,-0.55856025,0.99537740724478,1.0
AC008040.1,-0.78125626,0.99537740724478,1.0
RPRM,0.37200928,0.9956646311124384,1.0
GREB1L,0.20660192,0.995833448670617,1.0
SEC24B-AS1,-0.05076827,0.9958592402586187,1.0
NEK5,-0.058382895,0.9958990999940314,1.0
YTHDC2,-0.0010477968,0.9959061340660518,1.0
TMEM161B,-0.06463488,0.9960456432261501,1.0
RP11-414C23.1,0.39357045,0.9960726071955367,1.0
SLC35E2A,0.08723809,0.9960761242353532,1.0
RP11-712L6.5,0.2777316,0.9961124669845761,1.0
RP11-413H22.2,0.18303375,0.9961370862708949,1.0
MIR503HG,0.02612152,0.9961523267833179,1.0
RP11-1275H24.1,-0.08088441,0.9961710843389957,1.0
DENND5A,0.074365996,0.9962648721489206,1.0
RP11-635N19.1,0.074141115,0.9963246619047668,1.0
ZNF275,-0.07311025,0.9964981695471792,1.0
DMAC2,-0.013787936,0.9966411962421542,1.0
EXOC3-AS1,-0.052404433,0.9967385013507071,1.0
RAB3D,0.031162193,0.9967596036698557,1.0
LINC01569,-0.11504307,0.9968064977205019,1.0
USP12,0.07286364,0.9968815282244137,1.0
TAS2R30,0.29424405,0.9970761387208169,1.0
RP11-56D16.8,0.38993555,0.9970784834266766,1.0
NHSL2,-0.082964554,0.9970808281325615,1.0
CELF4,0.073256396,0.9970948963683997,1.0
RP11-101E13.5,0.17473625,0.9970995857805466,1.0
AC093827.5,0.38384897,0.9971066198989549,1.0
MGC16275,-0.0009190232,0.997111309311352,1.0
BMS1P14,-0.18397121,0.9971159987238489,1.0
ZNF460-AS1,-0.26913294,0.9971183434301347,1.0
AC104109.2,-0.10496608,0.997123032842781,1.0
PES1,0.040268887,0.9971242051959581,1.0
ZNF709,-0.32861555,0.9971277222555267,1.0
CTD-2017F17.2,-0.31601995,0.9971347563748312,1.0
EFCAB1,-0.5327096,0.9971394457878245,1.0
SIKE1,-0.058642577,0.9971757887418615,1.0
ZNF574,-0.0668597,0.9974290172252518,1.0
SNX25,0.050135724,0.9977432084784547,1.0
AC008040.5,0.3316014,0.9978006539334279,1.0
ALDH1L2,0.08673478,0.9978112051406914,1.0
FOXRED1,-0.062985964,0.9979061660230666,1.0
RP11-582J16.5,-0.15550257,0.997938992014064,1.0
ZNF426-DT,-0.55118185,0.9980210570066981,1.0
GMEB1,0.019112526,0.9980269187926977,1.0
RP11-574F21.2,0.5077017,0.9980515382950548,1.0
CTD-2139B15.2,0.5817383,0.9980538830096621,1.0
MSS51,0.48663503,0.9980562277242863,1.0
LINC01134,0.45762205,0.9980585724389271,1.0
RP4-594I10.3,0.5522659,0.9980585724389271,1.0
CDH3,0.8350797,0.9980609171535849,1.0
SFRP5,1.1280805,0.9980609171535849,1.0
CTD-2540F13.2,0.20740904,0.9980632618682593,1.0
HRASLS,0.47993967,0.9980632618682593,1.0
RP11-867G23.4,0.2061048,0.9980632618682593,1.0
LINC02334,0.11038478,0.9980702960123828,1.0
ZNF749,-0.012830123,0.998074985441882,1.0
RP11-73K9.2,-0.029246666,0.9980773301566565,1.0
AL022068.1,-0.46713483,0.9980773301566565,1.0
AC009237.14,-0.28488016,0.9980796748714476,1.0
F2RL2,-0.5032353,0.9980890537307775,1.0
BACH1-AS1,-0.3990196,0.9980890537307775,1.0
RP11-38L15.3,-0.43101993,0.9980913984456513,1.0
PCDHGA11,-0.2540824,0.9980937431605416,1.0
RP13-582O9.7,-0.30910483,0.9980937431605416,1.0
LRRN2,-0.41062626,0.9980960878754483,1.0
TARS2,0.017763568,0.9981066390927318,1.0
NBPF15,-0.058666945,0.9981136732377716,1.0
ZBTB42,0.088219084,0.9983059399237698,1.0
THAP9,0.15063389,0.9983106293564099,1.0
KIAA1919,0.14636278,0.9985134473717504,1.0
DYRK1A,0.04405038,0.9987444021066033,1.0
RP11-286H15.1,0.34453732,0.998756125700174,1.0
CTD-2369P2.8,0.08288446,0.9988358461434462,1.0
CCDC180,-0.33109206,0.9988921194045648,1.0
KCNC1,-0.54864967,0.9990245960613736,1.0
AC073072.1,1.3282231,0.999029285501067,1.0
NAP1L6,0.49568003,0.999029285501067,1.0
RP11-250B2.6,0.5903229,0.999029285501067,1.0
AC104458.1,0.054851968,0.9990316302209262,1.0
RP11-15A1.7,0.60132647,0.9990316302209262,1.0
CPB2-AS1,0.21666051,0.9990316302209262,1.0
FAM64A,0.0012953916,0.9990339749407939,1.0
SLCO1A2,-0.26410168,0.9990339749407939,1.0
CTD-2194A8.2,0.05621895,0.9990339749407939,1.0
CTD-2026K11.4,0.37384248,0.9990339749407939,1.0
SNX32,-0.51345235,0.9990363196606699,1.0
AC097359.2,-0.11536033,0.9990363196606699,1.0
AC239799.2,-0.042079974,0.9990363196606699,1.0
AL606807.1,-0.29871154,0.9990363196606699,1.0
AL139412.1,-0.8082027,0.9990386643805541,1.0
LINC00311,-0.23292579,0.9990386643805541,1.0
RP11-732A19.9,-0.16429783,0.9990386643805541,1.0
AL109811.3,-0.3069571,0.9990386643805541,1.0
LINC00570,-0.40216944,0.9990386643805541,1.0
CFAP43,-0.3216069,0.9990386643805541,1.0
AL050403.2,-0.12851311,0.9990386643805541,1.0
TICAM2,-0.20981735,0.9990386643805541,1.0
AC016705.2,-0.40570146,0.9990386643805541,1.0
MYBPC3,-0.5992595,0.9990410091004467,1.0
Z99774.1,-0.87323606,0.9990410091004467,1.0
TEKT2,-0.7211512,0.9990410091004467,1.0
RP11-368I7.4,-0.52377343,0.9990410091004467,1.0
AC011944.1,-0.38292968,0.9990410091004467,1.0
DRC1,-1.2064905,0.9990410091004467,1.0
RP11-567J20.2,-0.46821457,0.9990410091004467,1.0
MSTN,-0.57621497,0.9990410091004467,1.0
RP11-672A2.6,-0.4039487,0.9990410091004467,1.0
LINC01840,-0.4957787,0.9990410091004467,1.0
Z69720.1,-0.6457626,0.9990433538203476,1.0
BAIAP2L2,-0.4819778,0.9990433538203476,1.0
AC002116.2,-0.93166804,0.9990433538203476,1.0
ZNF720,-0.0035093538,0.9990550774199755,1.0
LDLRAP1,-0.17716196,0.9990668010198074,1.0
C22orf29,0.1345425,0.9992074842327812,1.0
PDCL3,0.002109915,0.9992344485182161,1.0
TENT4A,-0.09860367,0.9992473444811264,1.0
RAB11FIP3,-0.13146925,0.9994571969937067,1.0
ZNF324B,0.11953405,0.9995122979395794,1.0
RWDD3,-0.040155128,0.9996224998380399,1.0
SMG5,-0.11282607,0.9996600153796897,1.0
BHLHE22,0.47798848,0.9996928414792529,1.0
RP11-72M17.1,0.35531947,0.9997584936798831,1.0
CTC-505O3.3,0.23938115,0.9997725620088176,1.0
RP11-486I11.2,0.25346956,0.9997725620088176,1.0
AC073349.1,0.0850453,0.9997772514518116,1.0
NOS1AP,-0.00028982642,0.9997819408948133,1.0
AXIN1,-0.114309326,0.9997913197808392,1.0
NPAS3,0.045313537,0.9998030433884121,1.0
LINC00894,-0.08386396,0.9998077328314533,1.0
C21orf62,-0.048136156,0.9998218011606159,1.0
AC104389.4,-0.11833584,0.9998241458821486,1.0
AL359643.3,-0.2220746,0.999833524768294,1.0
CTD-3138B18.5,0.16042346,0.9998440760152352,1.0
GSTM1,-0.2892375,0.9998616614268633,1.0
AC108866.1,-0.47318152,0.9998663508699759,1.0
GRIN3B,0.0,1.0,1.0
AC096637.2,0.0,1.0,1.0
LRRC71,0.0,1.0,1.0
CTRB2,0.0,1.0,1.0
CRB2,0.0,1.0,1.0
SRGAP3-AS2,0.0,1.0,1.0
EPGN,0.0,1.0,1.0
KCNJ6,0.0,1.0,1.0
AC027281.1,0.0,1.0,1.0
CFAP47,0.0,1.0,1.0
WFDC6,0.0,1.0,1.0
MTG2,-0.0067507876,0.9998065604706923,1.0
ZNF142,0.019863645,0.9997878026985761,1.0
AC107375.1,-0.3400602,0.9994032684108893,1.0
SMTNL2,0.10439825,0.9993552016328422,1.0
TMEM17,-0.0013408664,0.999334099145648,1.0
RASA4,-0.053044975,0.999329409704112,1.0
INPP5E,-0.23029387,0.9993094795778446,1.0
RP3-323A16.1,0.39571232,0.9992602404442333,1.0
RP11-589P10.5,0.24435909,0.9992555510030809,1.0
AC015712.2,-0.02707266,0.9992391379592515,1.0
XX-FW83563B9.5,0.031652067,0.9992321037977083,1.0
AL022341.3,0.022332089,0.9992297590772072,1.0
AP001453.2,-0.26864535,0.9992227249157438,1.0
RP3-399L15.3,-0.21522096,0.9992086565929988,1.0
AC145285.2,-0.5433562,0.9992016224317184,1.0
AC068620.1,-0.5091765,0.9991945882704999,1.0
SLC26A11,-0.0024633328,0.9991922435501076,1.0
AP003392.1,-0.55282444,0.999187554109344,1.0
LINC00574,-0.49845362,0.9991734857872223,1.0
CD3EAP,-0.017349938,0.9989894252647586,1.0
CYP51A1,0.19363956,0.9986904735797092,1.0
ANKRD54,-0.0924312,0.9985861336209639,1.0
AC104031.1,0.7526674,0.9985790994672918,1.0
RP11-820I16.4,-0.076327085,0.9984548294377942,1.0
ATP2A1-AS1,0.051004246,0.9984384164177673,1.0
NPIPB2,-0.5356073,0.9983211805800631,1.0
MEIG1,0.48771396,0.9982789756872301,1.0
RP11-325F22.2,0.18554397,0.9982766309711018,1.0
AL691447.2,0.14493822,0.9982766309711018,1.0
PFN4,0.27471012,0.9982766309711018,1.0
IGHV1-2,0.09983544,0.9982719415388897,1.0
AL355388.2,0.57314956,0.9982719415388897,1.0
RP11-651L5.3,0.2163562,0.9982719415388897,1.0
ADCY1,-0.062357176,0.9982672521067373,1.0
RP11-265N6.2,0.010204946,0.9982649073906834,1.0
EPHA7,-0.028398061,0.9982625626746446,1.0
SYCE2,-0.16904019,0.9982625626746446,1.0
AP001627.1,-0.07663218,0.9982625626746446,1.0
AC010642.1,-0.20771527,0.9982625626746446,1.0
CH17-264L24.1,-0.008942362,0.9982602179586209,1.0
LINC00958,-0.19164446,0.9982602179586209,1.0
LINC01765,-0.6253659,0.9982555285266184,1.0
AC104653.1,-0.404472,0.9982531838106397,1.0
POMK,-0.69121474,0.9982508390946762,1.0
AP001469.3,-0.23961793,0.9982508390946762,1.0
AC091891.2,-0.40977532,0.9982484943787276,1.0
AC092376.2,-0.4960575,0.9982484943787276,1.0
TGM4,-0.80208737,0.9982484943787276,1.0
CTD-2506P8.6,-0.5946195,0.9982414602309732,1.0
AC004494.1,-1.0038778,0.9982414602309732,1.0
WT1,-0.5166507,0.9982391155150853,1.0
AC007220.1,-0.92389315,0.9982344260833552,1.0
IQCK,0.043755893,0.9981464992498866,1.0
ZNF197,-0.03473121,0.9981464992498866,1.0
SLC37A3,-0.07876852,0.9978440311212843,1.0
AC018816.3,0.101806276,0.9977783791638033,1.0
ADAMTS3,-0.13584426,0.9976716947651748,1.0
AC002451.3,0.0007313364,0.9974864626126025,1.0
AC018638.7,-0.275147,0.9974841179026577,1.0
ZMYM6,0.1473472,0.9973973636501425,1.0
KLHL11,-0.5823489,0.9973879848138576,1.0
GALNTL6,1.2324324,0.9973070923660167,1.0
HCG25,1.0586625,0.9973070923660167,1.0
AC011472.4,1.0878266,0.9973070923660167,1.0
AC022007.5,0.29254335,0.9973047476577924,1.0
CTD-2587M2.1,0.11881315,0.9973047476577924,1.0
ABCA13,0.83378255,0.9973047476577924,1.0
AL021807.1,-0.12835346,0.9973047476577924,1.0
CCDC39.1,0.05275387,0.9973047476577924,1.0
DNAAF3,-0.21200398,0.9973024029495914,1.0
AC109597.2,-0.1671464,0.9973024029495914,1.0
TMEM184A,-0.010596275,0.9973024029495914,1.0
AC092384.1,0.2314862,0.9973024029495914,1.0
AC016737.2,0.06767281,0.9973024029495914,1.0
AC124319.2,0.17712454,0.9973024029495914,1.0
PLBD1-AS1,0.049843665,0.9973024029495914,1.0
RP11-467I17.1,0.009910985,0.9973024029495914,1.0
AC005899.7,0.028499573,0.9973024029495914,1.0
RCOR2,-0.12938581,0.9973024029495914,1.0
RP11-245J9.6,0.066176295,0.9973024029495914,1.0
RP11-293M10.6,-0.1410175,0.9973024029495914,1.0
AC006994.2,0.005443652,0.9973000582414137,1.0
RP11-109N23.4,0.010578664,0.9973000582414137,1.0
AC010245.2,-0.5700228,0.9973000582414137,1.0
AC090198.1,-0.27832603,0.9973000582414137,1.0
AL158071.5,-0.25885913,0.9973000582414137,1.0
PANX2,-0.09000179,0.9972977135332592,1.0
ATE1-AS1,-0.1467513,0.9972977135332592,1.0
RP11-440L14.4,-0.16569884,0.9972977135332592,1.0
MTRNR2L11,-0.54810417,0.9972977135332592,1.0
WDR97,-0.7669535,0.9972953688251281,1.0
ARG1,-0.5905268,0.9972953688251281,1.0
AC244197.2,-0.6065272,0.9972953688251281,1.0
EYS,-0.85138184,0.9972953688251281,1.0
SCART1,-0.15358049,0.9972953688251281,1.0
SEC14L4,-0.4794805,0.9972953688251281,1.0
AC005046.1,-0.681127,0.9972953688251281,1.0
DNAH2,-0.5235981,0.9972953688251281,1.0
ZNF724P,-0.5115076,0.9972953688251281,1.0
AC008522.1,-0.9897198,0.9972953688251281,1.0
LINC00471,-0.5866998,0.9972953688251281,1.0
AC114763.1,-0.22154808,0.9972953688251281,1.0
PKD2L2,-0.29789528,0.9972941964710713,1.0
AC012640.4,-0.31200397,0.9972930241170204,1.0
OGFR-AS1,-0.6008559,0.9972930241170204,1.0
DNAH12,-0.9919097,0.9972930241170204,1.0
AC089984.1,-0.4916878,0.9972930241170204,1.0
TNFSF11,-0.90351063,0.9972930241170204,1.0
AP002490.1,-1.1758006,0.9972930241170204,1.0
ZNF236-DT,-0.63611346,0.997290679408936,1.0
PROM2,-0.785487,0.997290679408936,1.0
AP005131.1,-1.0164496,0.997290679408936,1.0
RP11-532M24.1,-0.88539636,0.997290679408936,1.0
LSINCT5,-0.7535039,0.997290679408936,1.0
LINC00896,-1.1526546,0.997290679408936,1.0
DAW1,-1.0385722,0.997290679408936,1.0
AL358781.1,-1.016039,0.997290679408936,1.0
AL117339.5,-0.18506436,0.9971886846301902,1.0
INTS2,-0.14046241,0.9971722716815361,1.0
SCG2,-0.3952862,0.9971253775491414,1.0
AL355338.1,0.09028704,0.9969811781549432,1.0
ANKS6,-0.14448811,0.9969729716882757,1.0
GOLGA8A,-0.3129402,0.9969413181769937,1.0
DEPDC5,-0.065334745,0.9967467078078834,1.0
ANKRD16,0.100276396,0.9966939520177921,1.0
PTGER1,0.3630787,0.9966001639823537,1.0
AL132656.2,0.22664922,0.9965720275808237,1.0
RP11-262H14.3,0.16258988,0.9965696828808881,1.0
RP11-342K6.1,0.16741046,0.9965673381809822,1.0
AC005076.5,-0.27866316,0.9965673381809822,1.0
RP13-516M14.1,0.07235034,0.996557959381655,1.0
MICALCL,0.16608578,0.9965532699821698,1.0
RP11-755F10.1,0.019824188,0.9965532699821698,1.0
C7orf25,-0.04926635,0.9965368570849098,1.0
ANO7,-0.16673376,0.9965274782871331,1.0
CTD-2350C19.2,-0.047149036,0.9965263059374447,1.0
Z69706.1,-0.08386184,0.9965251335877638,1.0
RP11-350N15.5,-0.12476268,0.9965204441891153,1.0
AC020741.1,-0.3450102,0.9965063759938917,1.0
BAIAP3,-0.17675677,0.9965063759938917,1.0
CCNT2-AS1,-0.48393285,0.9964852737030941,1.0
UCK2,0.08192013,0.9963598323590446,1.0
SARDH,-0.5282404,0.9963563153132974,1.0
CPA4,-16.657667,0.9963352130403034,1.0
LINC01571,-17.013494,0.9963352130403034,1.0
DSC3,-16.110151,0.9963352130403034,1.0
UPK1B,-16.110151,0.9963352130403034,1.0
AC009502.1,-15.426036,0.9963352130403034,1.0
AC133794.1,-16.520905,0.9963352130403034,1.0
CCDC187,-16.786993,0.9963352130403034,1.0
AC139491.7,-16.181404,0.9963352130403034,1.0
DAB1,-16.153557,0.9963352130403034,1.0
AL139819.1,-14.92796,0.9963352130403034,1.0
DCDC2B,-16.357912,0.9963352130403034,1.0
ANXA8,-16.181404,0.9963352130403034,1.0
ACBD3-AS1,-16.426136,0.9963352130403034,1.0
ALDH8A1,-16.388844,0.9963352130403034,1.0
AL592463.1,-15.438526,0.9963352130403034,1.0
TNNI1,-16.858156,0.9963352130403034,1.0
APOBEC4,-15.629516,0.9963352130403034,1.0
LINC01705,-16.139416,0.9963352130403034,1.0
AC025580.1,-15.708731,0.9963352130403034,1.0
AC013457.1,-16.584564,0.9963352130403034,1.0
MAP3K19,-17.049324,0.9963352130403034,1.0
DNAJB13,-17.090622,0.9963352130403034,1.0
MCF2L,0.00988306,0.9961710843389957,1.0
ZSCAN22,-0.18334123,0.9956939397025784,1.0
RP11-806H10.4,0.30683538,0.9956107033218944,1.0
TMEM132C,0.34376496,0.9956060139497477,1.0
EPHB1,0.22867495,0.9956060139497477,1.0
DNA2,0.4349435,0.9955849117769682,1.0
DEPDC4,0.11547606,0.9955802224056582,1.0
AL512598.1,-0.047179043,0.9955778777200605,1.0
RP1-30M3.5,-0.0062544197,0.9955708436634966,1.0
C3orf67,-0.07662725,0.9955684989780518,1.0
RP6-201G10.2,-0.12985201,0.995554430866187,1.0
GSC,-0.16240548,0.9955497414958724,1.0
DNAAF5,0.049341924,0.9954782286177167,1.0
SLC25A38,-0.1819491,0.9954125774828524,1.0
RXRG,0.3307857,0.995307066795649,1.0
AC084036.1,0.6097121,0.9949096439591885,1.0
ZKSCAN7,0.20260316,0.9948533717989505,1.0
RSPH1,-0.1861756,0.9948111676955568,1.0
AL139424.3,0.30120903,0.994621249411652,1.0
GSN-AS1,0.42656112,0.994621249411652,1.0
RP1-8B1.4,0.3058531,0.994621249411652,1.0
TNNI3K,0.1895264,0.9946165600751197,1.0
RP11-502I4.3,0.06730241,0.99460952607067,1.0
AL162431.2,-0.33206758,0.99460952607067,1.0
LINC00106,0.15063177,0.9946071814026131,1.0
AL161669.3,-0.31621498,0.9945978027308516,1.0
AP001330.5,-0.26715964,0.9945978027308516,1.0
CTD-2020K17.4,0.031708736,0.9945978027308516,1.0
AQP8,-0.9497954,0.9945743560547164,1.0
KIR3DX1,-1.1160823,0.9945649773855731,1.0
ZIK1,-0.57158625,0.9943680255090315,1.0
ENO3,-0.17705041,0.9940737706698715,1.0
CTC1,-0.13325837,0.9939858460717282,1.0
CTA-204B4.2,0.2007012,0.9939190234259282,1.0
RP11-166O4.6,0.21883671,0.9938979215466202,1.0
