gene_symbol,log2fc,pval,padj
SGF29,0.118057586,0.5529309811708408,1.0
FAM241B,0.79444647,0.5535446132233245,1.0
AC145124.2,2.4715998,0.553731522548335,1.0
B3GNT9,0.72190326,0.553760053532275,1.0
DOLK,0.37862498,0.5539647106513146,1.0
CASC15,1.0394758,0.5540926401511956,1.0
NAV2-AS3,2.06142,0.5542107417531685,1.0
LZTS1,3.654526,0.5542471588982609,1.0
DNAJC22,3.4421782,0.554255033029535,1.0
SDHA,0.06620864,0.5545985952782111,1.0
TMEM168,0.36756197,0.5547551524330939,1.0
PCNT,0.17056826,0.5548487031825107,1.0
LRRC34,0.8874274,0.5550299181441041,1.0
IFT27,0.17411639,0.5553471139101154,1.0
ZNF507,0.49080452,0.5556683401730782,1.0
HEMK1,0.22786699,0.5559521983311122,1.0
ANGPTL2,0.20126213,0.556405729608773,1.0
AL450384.2,1.376311,0.5565980418684879,1.0
HNRNPLL,0.096074566,0.5566296038981228,1.0
DCUN1D5,0.123599246,0.556687798677279,1.0
VANGL1,0.66743815,0.5570172962087621,1.0
TAF13,0.18649243,0.5570676170659823,1.0
SMARCC1,0.0893354,0.5570962318743062,1.0
C11orf1,0.15791911,0.5575591017853585,1.0
C10orf35,2.708336,0.5576291900863231,1.0
E4F1,0.2204922,0.5576400492207794,1.0
MEGF8,0.78757924,0.5579372345578004,1.0
CTD-2269F5.1,5.267251,0.5580369718142996,1.0
TBC1D20,0.17503566,0.5585723435788219,1.0
MAN2C1,0.2425656,0.5596843817331906,1.0
BHLHB9,1.7075313,0.5597902048169983,1.0
SRM,0.14957201,0.5602788969801658,1.0
SLC35C2,0.07715443,0.5602996759234653,1.0
REXO4,0.20274132,0.560659903593467,1.0
DHX57,0.35238093,0.5607925431172283,1.0
RAP2A,0.29083556,0.5609647991984568,1.0
ACBD6,0.10763818,0.5611182672732598,1.0
AC060780.1,0.3792592,0.5611321299062069,1.0
EGLN3,0.7085227,0.5614361592992236,1.0
FARSB,0.27664235,0.5617581013119868,1.0
COQ3,0.61119956,0.5620305834700058,1.0
NEXN-AS1,3.054143,0.5626064738612213,1.0
TOLLIP-AS1,0.65074325,0.5626461325595749,1.0
MPP5,0.27518523,0.56271256390236,1.0
NELFCD,0.04749463,0.5627254540044059,1.0
CAPN1,0.11501223,0.562947582759066,1.0
MBD1,0.2430229,0.5630477528637055,1.0
PLXNA2,0.09859438,0.5633542672578977,1.0
KIAA1328,0.32507697,0.56337014074389,1.0
SLC52A2,0.17637123,0.563422723206422,1.0
ODF2,0.30987918,0.5634882065616428,1.0
POMGNT2,0.46672425,0.563522934071909,1.0
KRR1,0.047566786,0.5641055177163886,1.0
GAS6-DT,2.1876974,0.5641809671238155,1.0
LHFPL1,4.7018642,0.5642355716990173,1.0
HYKK,0.91533446,0.5647887104408092,1.0
SAMD14,2.4273558,0.5649744725782696,1.0
NAA35,0.22712453,0.5655697051479895,1.0
CIZ1,0.22909258,0.5656015123578927,1.0
CARHSP1,-0.011437882,0.5664288012773045,1.0
ATG101,0.10663293,0.5664516792857944,1.0
THUMPD3,0.08997711,0.5666874480550315,1.0
PRR14,0.1277664,0.566701376795859,1.0
PSMC4,0.097024724,0.5670088457925664,1.0
PRPF8,0.0946747,0.5671601220082889,1.0
RAB38,0.77667004,0.5675812095497343,1.0
LINC00662,0.21298507,0.5677445083344848,1.0
ANKDD1A,0.24025188,0.5680791419164013,1.0
PIANP,7.5100784,0.5681618189092571,1.0
RPS6KC1,0.42189816,0.5684258261378515,1.0
ZNF641,0.3305577,0.568561339411114,1.0
WDR77,0.2490911,0.5685683147768625,1.0
FAHD2A,0.25026545,0.568575290183517,1.0
MFSD8,0.23004583,0.5685952201422109,1.0
AC010642.2,0.22515668,0.5686061817618222,1.0
ZNF16,0.43794015,0.568696868125264,1.0
ZNF48,0.6272432,0.5688792583293731,1.0
NAALADL2,0.49801934,0.5689749496107557,1.0
RAB11B-AS1,0.45743477,0.5691165070607422,1.0
POLR3A,0.46608034,0.5692172025240956,1.0
CCDC121,0.9083805,0.570193691235899,1.0
SCGB1A1,0.049304068,0.5708324808914642,1.0
PTPN13,0.35649174,0.5710990766552116,1.0
NPR2,0.78979814,0.5711699791353576,1.0
SMUG1,0.20969303,0.5711929484427658,1.0
MIPEP,0.54235536,0.5718182818126406,1.0
HOGA1,2.8928132,0.5719182054626564,1.0
GNAZ,1.7381206,0.5719491834793651,1.0
SLC1A4,0.5719801,0.572032128546851,1.0
POMT1,0.27399817,0.5722590075017985,1.0
RELA,0.061298266,0.5723429735444724,1.0
ENTPD1-AS1,0.6339675,0.5727898912404141,1.0
BX322562.1,2.995887,0.5728708940495072,1.0
LINC01184,0.17269982,0.573388040019637,1.0
RBMS2,0.31096277,0.5734030475584465,1.0
RNF141,0.24947886,0.573420056327572,1.0
HSD17B1,1.0590253,0.5742217405440075,1.0
NFYC,0.15771782,0.5746012491509553,1.0
DMXL1,0.19411208,0.5748195954532458,1.0
RIC3,0.04250858,0.5748997323790213,1.0
KHK,0.55031854,0.5749307868580997,1.0
MAPKBP1,0.9258194,0.5750129347883309,1.0
TMEM55A,0.3055825,0.575281456972111,1.0
ZBTB7C,1.223593,0.5753455904380558,1.0
CYTL1,0.7001363,0.5753606222078774,1.0
FAM185A,0.6156839,0.5755690818767096,1.0
FAM65B,0.9953946,0.5755700841728295,1.0
NAT14,0.6791766,0.5755700841728295,1.0
TMEM185A,0.29355374,0.5757174306708006,1.0
ZNF667,1.465561,0.5757926143181062,1.0
ZNF606,0.6830281,0.5758076516039173,1.0
STRIP1,0.4133077,0.5764323639411123,1.0
TRIM16,0.31581554,0.57666708966336,1.0
C15orf39,0.34919634,0.5770734521905418,1.0
AC104825.1,1.4327335,0.5775201048001236,1.0
KCTD7,0.38845292,0.5778634854743323,1.0
MED14,0.39838225,0.5780181385449861,1.0
THBS3,0.08687468,0.578107524845906,1.0
MAP6,2.7583137,0.5781617623997164,1.0
MCPH1,0.087102614,0.5782079666479176,1.0
KCTD18,0.31623447,0.5782581906262675,1.0
ZNF660,1.2663826,0.5783295122000449,1.0
RPL23A,-0.01997465,0.5785435017336172,1.0
PURB,0.23258537,0.5787967204978743,1.0
ZNF251,1.0634052,0.5791464891271649,1.0
SGSM3,0.3752135,0.5794320060123397,1.0
SLC24A3,1.5795236,0.5796290913938538,1.0
MTX2,0.1611574,0.5799247784174721,1.0
CLIP2,0.8575706,0.5800102793405721,1.0
DVL1,0.40490332,0.5802617868901578,1.0
IPP,0.39120525,0.5804147284589671,1.0
MTERF2,0.21017021,0.5804177472326018,1.0
SMIM15,0.08658104,0.5806924864190284,1.0
SLC26A4,2.081015,0.5807267072849438,1.0
SCARF2,0.91015524,0.58082031624181,1.0
F2RL1,1.8337334,0.5810699746564791,1.0
A1BG-AS1,0.55819154,0.5814505989753885,1.0
POLR2L,0.04987879,0.581933091923654,1.0
RPA1,0.10440802,0.5825679706774246,1.0
FKBPL,0.7968422,0.5827343018541096,1.0
POPDC2,1.159557,0.5831073674538518,1.0
IFT74,0.25364357,0.5838104447260328,1.0
TVP23B,0.22499809,0.583934558159226,1.0
CRLF1,1.1253985,0.5841273114974329,1.0
C1GALT1C1L,2.3565443,0.5847198853312835,1.0
WIZ,0.46544215,0.5847279632253856,1.0
PP7080,1.5303286,0.5847330119355503,1.0
NME5,0.92563283,0.5849602248693508,1.0
MFAP3L,1.937753,0.5850157720498526,1.0
RNF169,0.29354826,0.5852985956967904,1.0
MCAT,0.29938185,0.5853541578043238,1.0
METTL2B,0.21045408,0.5854875168571165,1.0
CCDC171,0.71469164,0.5855885558346967,1.0
LINC01560,0.84157634,0.585819965585023,1.0
FAM173B,0.6897143,0.5859816744350848,1.0
ATIC,0.11887205,0.5862101234669319,1.0
ADAMTS12,3.1136925,0.5862252874749485,1.0
GHR,0.45049825,0.5866368069760391,1.0
PKNOX2,2.3745642,0.5867379379029385,1.0
SMC1A,0.07341783,0.5869847312611612,1.0
RBM27,0.26006106,0.5872335961762125,1.0
YY2,1.9019123,0.5872528194820463,1.0
ZFP37,1.0300977,0.5874632831418708,1.0
AC018647.3,2.723727,0.5874642950706949,1.0
TADA2A,0.4811223,0.5876454433237839,1.0
MAPRE1,0.09740439,0.5877648736211798,1.0
TSTA3,0.07473986,0.5878681190254562,1.0
IQCB1,0.23763824,0.5878762170588974,1.0
GOLPH3,0.13318418,0.5880523620473661,1.0
APTX,0.23207663,0.588087796457851,1.0
ZNF653,1.6811215,0.5887176811161214,1.0
ENPEP,1.0029858,0.5888584856968391,1.0
RANGRF,0.1593926,0.5894299673293939,1.0
ZNF7,0.09018201,0.5894360482959535,1.0
SEMA4F,1.0350702,0.5894380752912359,1.0
EPC2,0.08274296,0.5895921363374863,1.0
AC007246.3,1.1369658,0.5899195776844686,1.0
RPTOR,0.67719793,0.5899885233803162,1.0
BEX1,1.0839227,0.5900838367780825,1.0
NME6,0.16292648,0.5904012612306898,1.0
LMAN1,0.0390973,0.590573697223572,1.0
YY1,0.05414291,0.5906538371312617,1.0
MAP3K7,0.23624137,0.5907329675189723,1.0
CPNE2,0.24223162,0.5907907966559092,1.0
YAF2,0.05357504,0.5910119917652431,1.0
SMO,1.3167794,0.5915489033092228,1.0
Z95115.1,2.4683475,0.5917316464126816,1.0
C19orf68,1.4888414,0.5918199815394936,1.0
GID4,0.46603796,0.591827089226696,1.0
EIF3D,0.047070757,0.5918819212740477,1.0
ADGRA3,0.94782627,0.5921520539159366,1.0
RPS23,0.008765264,0.5922546378954519,1.0
ZNF446,0.66953766,0.5926223821019739,1.0
KPNB1,0.029998638,0.5927016335128814,1.0
CTD-3113P16.11,2.229796,0.5930766194999189,1.0
FKTN,0.5880721,0.5937628506097027,1.0
MRPL10,-0.043210264,0.5942764906309981,1.0
BRWD1,0.10221121,0.5942968369913825,1.0
PCP4L1,3.550611,0.5944453750692161,1.0
RP13-188A5.1,1.6516556,0.5947689619250025,1.0
SNRNP200,-0.051825613,0.5947821920301822,1.0
TOMM70A,0.56042224,0.5947903337001842,1.0
AC074032.1,0.27159536,0.5950244284794584,1.0
PEX2,0.09886749,0.5952025722473095,1.0
FOXD2,3.0256784,0.5957279835266792,1.0
ZKSCAN8,0.6131668,0.5961099557692642,1.0
MAPKAP1,0.16723455,0.5964563737028205,1.0
PCDHGA10,0.78409207,0.596539935276927,1.0
LYSMD1,0.85867286,0.5965654124268429,1.0
ZNF526,0.41853288,0.5971984237577155,1.0
OCRL,0.7939662,0.5973421935102678,1.0
RP11-161D15.1,5.0048566,0.5973503511310841,1.0
ZKSCAN5,0.61368924,0.5982714679095814,1.0
EBAG9,0.12844385,0.598543948142113,1.0
ZFP28,0.90252626,0.5988644650786861,1.0
TMEM234,0.30625513,0.5990788669564919,1.0
TRIM39,0.41209128,0.5991585107994096,1.0
GPC3,0.95184946,0.599456707266878,1.0
KIAA1715,0.5530803,0.5995251385389946,1.0
MRPL4,0.08458633,0.601043791287019,1.0
DLEU2,0.3296321,0.6016533752829222,1.0
TSPAN31,0.18609062,0.6017792134005234,1.0
IQGAP1,0.014536447,0.6030024043217203,1.0
INTS5,0.24176247,0.6035596080051298,1.0
B4GALT4,0.07325078,0.6037050926384262,1.0
MOSMO,0.56430477,0.6038290743730359,1.0
MED20,0.7247227,0.6039756129881653,1.0
CDKL3,0.7268582,0.6040463261446095,1.0
LSM11,1.3403999,0.6040729726462892,1.0
GMPPA,0.16002661,0.604298464172931,1.0
SH3GL3,22.873938,0.6045978112693853,1.0
SREBF2,0.31514537,0.604802881908248,1.0
CNST,0.013284756,0.6058328075265517,1.0
BPTF,0.0044708266,0.6058492270374642,1.0
TOGARAM1,0.2644784,0.6059959852609804,1.0
PAGR1,0.75940293,0.6060668043589448,1.0
CTD-2017D11.1,1.3259419,0.6061212041515129,1.0
LINC02256,0.18207987,0.6063193199679852,1.0
GATA6-AS1,0.45295763,0.6064661291185678,1.0
TRIM35,0.26338655,0.6065534008293358,1.0
TSTD2,0.30152437,0.6067063965487536,1.0
WDR44,0.20315187,0.606744391447261,1.0
ZCCHC5,4.133089,0.6069528688615513,1.0
MSTO1,0.26224947,0.6071305620553837,1.0
DPM2,0.12935676,0.6074161523650567,1.0
RP11-264B14.1,6.678977,0.6078148462357944,1.0
TRUB1,0.29331008,0.6078908990384233,1.0
RAD50,0.24707037,0.6078950101216074,1.0
ARL6,0.740013,0.6082373012624317,1.0
PEX16,0.13002361,0.6082701986275495,1.0
RP11-400K9.4,2.957099,0.6083267428261564,1.0
SAMD5,1.7309507,0.6084028241701026,1.0
HEXIM1,-0.059636325,0.6084079649543261,1.0
RP11-1094M14.11,0.46712193,0.6086537170050323,1.0
ZMAT1,0.2193297,0.6086845676647843,1.0
FDXR,0.20160863,0.6092029628112999,1.0
FAM160B2,0.25809172,0.6093974116082296,1.0
C21orf59,0.32936153,0.6095105955690531,1.0
FAM212A,1.5663323,0.6097277291356148,1.0
SH3BP5L,0.6561534,0.6099798941669468,1.0
RP11-327P2.5,1.1201366,0.6100725378509453,1.0
APEH,0.14193764,0.6104709768726969,1.0
ANKS1B,1.6790035,0.6106275012953918,1.0
SLC10A3,0.14684877,0.6108726213440024,1.0
TMCO4,0.28995803,0.6112846860624492,1.0
PPP1R32,1.3369867,0.6113619619055511,1.0
U91328.19,3.4368653,0.6123793149210832,1.0
AGK,0.27192712,0.6129083865664013,1.0
UBFD1,0.39643413,0.6132116881973221,1.0
NFX1,0.09214165,0.6140053310806217,1.0
PEMT,0.17230387,0.6142376268721379,1.0
WHSC1,1.000121,0.6147983934557764,1.0
PIWIL4,1.2060834,0.6148397111368606,1.0
OSBPL10,0.46488455,0.6150380530133792,1.0
BTBD7,0.07805021,0.6151165711144517,1.0
FBXO31,0.3645263,0.6154647900100456,1.0
KRIT1,0.036193963,0.6155557338382647,1.0
PAICS,0.21448545,0.6157273030438865,1.0
AIFM2,0.25239968,0.6163941417274383,1.0
PRR15,1.4297056,0.6165058294010411,1.0
WNK3,0.88144284,0.6166630344973068,1.0
ZNF283,0.84591067,0.6168988750959101,1.0
ANAPC10,0.11715111,0.6169412892217866,1.0
AC015922.4,1.1605645,0.6170437090871239,1.0
AP001505.1,2.3182077,0.6172899610624323,1.0
NMRK2,5.0214806,0.6174638118977944,1.0
MAMSTR,1.07739,0.6174741608378034,1.0
ARNT,0.16447872,0.6175652347844205,1.0
MAP2K7,0.11447935,0.6176118089612093,1.0
RIPK4,3.0406103,0.6178705823798851,1.0
EHMT2,0.12356423,0.6180134456233225,1.0
ISOC2,0.11370099,0.6181697835498569,1.0
SPATA24,1.0034411,0.6181842793328971,1.0
GCN1,0.3449637,0.6183137125543194,1.0
VIRMA,0.10253749,0.6183458138264047,1.0
GPALPP1,0.20691249,0.6186026502237257,1.0
TMEM117,1.0264212,0.6189631282462846,1.0
UTP4,0.1669274,0.6193319879841357,1.0
STAP2,0.9320611,0.619442871870651,1.0
PRUNE,1.4830259,0.6195319997752706,1.0
TMEM192,0.12661774,0.6195796751361313,1.0
RAB22A,0.16070543,0.6203592903691267,1.0
C8orf58,0.49309793,0.6206393095841263,1.0
MSANTD2,0.6717897,0.620736810661545,1.0
ZNF768,0.73829484,0.621153858521923,1.0
CCDC191,0.46130198,0.621179798356871,1.0
CASZ1,0.6422607,0.621384220729154,1.0
DDIT4L,2.2814949,0.6214848861388211,1.0
ST7,0.44553196,0.6219717084885679,1.0
AC078909.1,2.892464,0.6222800802761875,1.0
THAP4,0.22262391,0.6224057322369845,1.0
METTL2A,0.36517772,0.6230403906909068,1.0
NUS1,0.10637458,0.623205593259916,1.0
HES6,0.64998573,0.6239300068158511,1.0
RTL6,0.66755235,0.6241265030628862,1.0
CCDC181,1.5252796,0.624645423212611,1.0
SAC3D1,0.5212848,0.6249013120998939,1.0
POU6F1,1.1276991,0.6251478819724775,1.0
PRRC2A,0.17247601,0.6251978252841939,1.0
SLC30A4,0.42346606,0.6252758651534728,1.0
ZNF112,1.6525662,0.6253965750897548,1.0
CTXN1,2.740813,0.6254860734234173,1.0
COG8,0.5013131,0.6256099232444805,1.0
RP11-35G9.3,1.5291772,0.6257598060645475,1.0
TRIP10,0.13194847,0.6257691742544169,1.0
DYNC2H1,0.21225403,0.6258992942489503,1.0
TYRO3,1.4309399,0.6259680023063273,1.0
ZNF75A,0.03691613,0.6262387020037778,1.0
LRRC24,2.0699668,0.6270771491871514,1.0
CCDC110,1.9843072,0.6271500804279311,1.0
EIF4G1,0.061815664,0.6273094999678175,1.0
TUBB2A,-0.019604104,0.627572111258439,1.0
FAM122B,0.11654274,0.627959861763733,1.0
AJM1,2.144778,0.6279650741638771,1.0
ZNF213-AS1,0.4791846,0.6282027793234487,1.0
ZNF528,0.32633156,0.6283195608970287,1.0
HEXIM2,0.5181234,0.6284645081095704,1.0
TUBE1,0.110846795,0.6290663485664518,1.0
DEAF1,0.3398553,0.6291289457853858,1.0
TMEM267,0.28279024,0.6292531048210485,1.0
TTLL12,0.76159215,0.6294931057697324,1.0
AC124016.2,1.7933776,0.6304900497901835,1.0
ING5,0.12280651,0.6308524569963463,1.0
ZNF740,0.48041072,0.6308524569963463,1.0
TERF2,0.31393835,0.6310906288106168,1.0
AMOT,1.1600457,0.6311742069503927,1.0
KCNJ3,5.2011104,0.6313612301199614,1.0
AC245297.2,0.98473483,0.6314145203718498,1.0
ZNF213,0.82265264,0.6317437084956221,1.0
ARL10,0.66908085,0.6319506641283053,1.0
CHSY3,2.675295,0.6319778422630404,1.0
PHB,0.04828404,0.6320395175671658,1.0
COL4A4,0.38682735,0.6320405629333703,1.0
PPA2,0.093571365,0.632057288892671,1.0
AC113189.5,0.8050238,0.6322831077688545,1.0
RBPMS-AS1,1.2641754,0.6327463528414132,1.0
ARMT1,0.1524831,0.6329011485556458,1.0
MAP7,0.7719655,0.6329157922260233,1.0
CMTM4,1.5826936,0.6332306659313813,1.0
PGAP3,0.35753688,0.6335288634190042,1.0
KATNBL1,0.15417314,0.6335529310763834,1.0
AL391807.1,1.0745459,0.6335822313565542,1.0
UBOX5,0.5649278,0.6337350206979696,1.0
ECI1,0.3373118,0.6339317861406193,1.0
MND1,1.489584,0.6343285355785966,1.0
NELFA,0.18387282,0.6343693680036728,1.0
SOX9,0.97060835,0.6346279992004209,1.0
PABPC4L,2.924938,0.635146442939647,1.0
RP11-359E3.4,2.5126793,0.6353056777473426,1.0
KYAT1,0.8786355,0.6353172019735367,1.0
MAPKAPK5,0.2356375,0.635406255790754,1.0
H2AFY2,0.51152277,0.6354785504145302,1.0
NUP43,0.51864964,0.6357740515102365,1.0
EDEM3,0.18680483,0.6358201632956376,1.0
CCDC122,0.56096274,0.6358683725807508,1.0
FAM129B,0.122044995,0.6359469779844005,1.0
SLC16A8,2.5301633,0.636175480970397,1.0
NEK11,0.61605996,0.6364847488558745,1.0
DET1,0.73079264,0.6370384441183019,1.0
TBC1D13,0.31566295,0.6372608182092069,1.0
ELOF1,0.0366999,0.6373636248205826,1.0
PEX13,0.24797006,0.6385086060667136,1.0
NFXL1,0.48480842,0.6385558511466123,1.0
TULP4,0.11605696,0.6388393524348186,1.0
PAFAH1B2,0.07141145,0.6394768980226606,1.0
ATG10,0.22617477,0.6394874034766188,1.0
POLR3C,0.18036069,0.6397132882225903,1.0
AC067852.2,0.65950376,0.6398120576311593,1.0
YJEFN3,1.1167878,0.6398351747976871,1.0
SEMA6D,0.63652235,0.6404479070642861,1.0
ZNF615,0.44521293,0.6406939097505071,1.0
C8orf37,1.0768987,0.6409189211292834,1.0
NOP14-AS1,0.53749424,0.6410598329082228,1.0
MCOLN3,1.3190075,0.6412007576226202,1.0
MOCS3,0.5862289,0.6413017265628476,1.0
KIAA0895L,0.695627,0.6413290734594603,1.0
CYBRD1,-0.05313773,0.6415099959562987,1.0
CNTNAP1,1.5521072,0.6418277137025,1.0
TMCC2,2.0756528,0.6420002766486725,1.0
CARKD,0.7325957,0.6420223745199353,1.0
ZNF511,0.1674817,0.6421812780700531,1.0
TRMU,0.123186365,0.6422581048664752,1.0
BBS12,1.1262703,0.6424254531923027,1.0
SEPT5,2.830151,0.6426907216851759,1.0
RP11-467L13.7,2.1107795,0.6431497859017772,1.0
ARID2,0.110093966,0.6431582103720077,1.0
SLC25A16,0.40711847,0.6433909544983443,1.0
ZNF830,-0.0513227,0.6434035931902344,1.0
CLTC,0.069888145,0.6434067528793269,1.0
WBSCR22,0.22222038,0.643408859342304,1.0
ZFP82,0.517255,0.643702739004467,1.0
AGO1,0.24529907,0.6437290750286071,1.0
NUDT17,1.2079332,0.6439640121561154,1.0
HRAT92,4.463395,0.6443971060738861,1.0
AK2,0.09425034,0.6447291211023631,1.0
SYMPK,0.10858082,0.6447523121016677,1.0
FAM198B-AS1,1.0280044,0.6451286870712563,1.0
RP11-977G19.11,1.0374343,0.6454049640981596,1.0
LARGE,1.8180104,0.6456559757318971,1.0
STXBP3,0.053039398,0.6459112474363367,1.0
FAM188B,1.21152,0.6459239066229361,1.0
PIGS,0.18128526,0.6460199087918976,1.0
CCDC71,0.3024569,0.6466847008208731,1.0
SIAE,0.47462663,0.6470816000576431,1.0
UXS1,0.102723,0.6471428328167094,1.0
RPP25L,0.115025915,0.6473730048906003,1.0
NR2C2,0.21734866,0.647630668678947,1.0
CTD-3157E16.2,1.05042,0.6476760810187254,1.0
ICT1,0.482191,0.6478260566640839,1.0
LINC02202,2.556365,0.648347914252678,1.0
AC005477.1,7.6162467,0.648607851111658,1.0
RTKN,0.50785065,0.6486480077784866,1.0
FAM120B,0.27201283,0.6494302095651399,1.0
EEF2KMT,0.3300308,0.6496765775057096,1.0
RP11-127B20.2,2.0183249,0.6497368536082078,1.0
TMEM131,0.21660657,0.6502879045385431,1.0
ZCWPW2,0.7763089,0.6504010999112015,1.0
REEP2,0.9224816,0.6506888852031147,1.0
ELOVL4,0.4971592,0.6517103081017026,1.0
HOXA10,2.1516228,0.6517854852708472,1.0
Z95114.4,1.908263,0.6518638427069333,1.0
USP9Y,0.123618364,0.6525883014311121,1.0
TNFAIP1,0.12254753,0.6526751737647324,1.0
NALT1,2.2295802,0.6527609913045607,1.0
ERBB2IP,0.39328802,0.6536215394420406,1.0
KCNQ5,2.2790115,0.6536734838249065,1.0
PRDM5,0.81238836,0.6538855191135807,1.0
KCTD20,0.09620528,0.6542842210836646,1.0
ZNF232,0.6762343,0.6544093659810775,1.0
LRRC59,0.08304541,0.6544623964100522,1.0
ZNF180,0.5431187,0.6545281565636858,1.0
SPATC1L,0.2743393,0.6545748266861504,1.0
KAZN,0.5746367,0.6547572773893595,1.0
GALNT17,5.406486,0.65522198331628,1.0
C1GALT1C1,0.005322443,0.6553355276720012,1.0
GALNT16,0.3260792,0.6554787959381962,1.0
SLC30A5,0.09592255,0.6554968380262708,1.0
VPS18,0.24772494,0.6555403521246976,1.0
GART,0.20757864,0.6555477814778854,1.0
SUPT5H,0.0006614877,0.6555870514823898,1.0
PLPP6,0.68449736,0.6561857715433697,1.0
SPIN4,0.81182873,0.6564745949548275,1.0
TMEM220,0.28992552,0.6569121752537145,1.0
NINL,1.0480175,0.6572542495557046,1.0
ZNF460,0.71278566,0.6574423147809304,1.0
ZNF304,0.87296623,0.6577196708703581,1.0
TTC9C,0.09261204,0.6578291385438415,1.0
MIEN1,0.08980896,0.6578503952535936,1.0
MTAP,0.15274571,0.6578546466287432,1.0
LRFN3,0.85595125,0.658267082597441,1.0
RP11-89K11.1,1.7986156,0.6587242852034307,1.0
POMZP3,0.75624853,0.6590390848792067,1.0
BFSP1,2.2040539,0.6593433068217587,1.0
PCGF1,0.26322225,0.6594635219363391,1.0
PEX10,0.24217665,0.6597039785500445,1.0
DLAT,0.14884184,0.6599082879006,1.0
TRAF2,0.242851,0.659971075556806,1.0
RP11-597D13.9,1.6027727,0.6601339089401804,1.0
PDXDC1,0.04120767,0.6604234302536117,1.0
RP11-665G4.1,2.1261373,0.6605011413196008,1.0
LIN52,0.41931728,0.6605032704414322,1.0
FLJ37453,1.3180294,0.6605916314207445,1.0
SPRED2,0.21959755,0.6608301232202535,1.0
TUBGCP4,0.1498315,0.6611602356491516,1.0
ORAOV1,0.26624703,0.6614850880112708,1.0
LRPPRC,0.09670451,0.661512783293425,1.0
PYGO1,1.0907872,0.6617599309312743,1.0
SOS2,0.19031443,0.6618483590829889,1.0
CKMT2-AS1,0.42727804,0.6619549052895295,1.0
COCH,0.5159781,0.6628800137257747,1.0
NBEA,0.7583726,0.6634803304145194,1.0
PRKRIP1,0.09025643,0.6636285768719258,1.0
ALG12,0.17650877,0.6636936388276327,1.0
DNMT3A,0.1276072,0.663974180878395,1.0
ABCE1,0.05094994,0.6640616598968372,1.0
CNOT3,0.077863365,0.6644553721146584,1.0
FAM227B,0.49175608,0.6645546150118768,1.0
MYCBP,0.2325131,0.6646410571655911,1.0
TTLL1,0.40286773,0.6649431061169694,1.0
AC008443.5,0.6476137,0.6652356011056273,1.0
ARFGAP1,0.27122113,0.665679778489878,1.0
TAB1,0.25257918,0.6659766739781809,1.0
ZFYVE1,0.32058057,0.665986286577765,1.0
IGFBPL1,22.642466,0.666104846483907,1.0
C6orf106,0.1920803,0.6661913684384104,1.0
UTP25,0.18725868,0.6663526743111827,1.0
ZFP64,0.6521674,0.6668794293654596,1.0
NAA30,0.1730208,0.6672994552305505,1.0
KARS,0.057717934,0.6673272468799174,1.0
CDK8,0.3015016,0.6674213143099055,1.0
ZNF483,0.6259539,0.6675517346195126,1.0
RP11-658F2.8,1.1759534,0.6676671970437043,1.0
HMGN3-AS1,1.4656116,0.6682317932093065,1.0
LINC01106,2.0598807,0.6682981028096489,1.0
NGFR,1.3329883,0.6683686932930024,1.0
ZSWIM9,0.32154134,0.6686350383330122,1.0
NME2,0.36837938,0.6688778872273514,1.0
BHMT2,0.2775269,0.6689292429736045,1.0
CORO6,0.45321962,0.6690394490732647,1.0
RIN2,0.10484741,0.6691271910657905,1.0
RP11-701H24.9,2.1689584,0.6692780750546855,1.0
ZBTB41,0.17788987,0.6693412148711495,1.0
DLEU1,1.3803582,0.6694289723963684,1.0
KCNQ4,7.19063,0.6694332533667411,1.0
AC005884.1,5.936752,0.6694567988957971,1.0
SLC6A8,0.612822,0.6707887195646792,1.0
GOLGA1,0.35231254,0.6708347771547774,1.0
PBX2,0.23896612,0.6709965240696525,1.0
SUPT7L,0.13691813,0.6717304679737498,1.0
SCN3A,4.424364,0.6718119175544253,1.0
PLEKHA5,0.118529715,0.6719126631557397,1.0
ZC3H7A,0.04137346,0.671930883734252,1.0
SNTB1,0.47773844,0.6719426736230584,1.0
BDNF-AS,0.73318225,0.6721967117317733,1.0
CASTOR1,0.1930276,0.6722395910548895,1.0
HCG11,0.23512995,0.6729558332411509,1.0
CAPS2,0.97793937,0.6729676301338827,1.0
USP35,0.5387397,0.6732357630264774,1.0
CYREN,0.11454393,0.6735833250535597,1.0
SLC6A9,2.2013083,0.6737378194440394,1.0
P2RY2,1.4493575,0.6737603510260474,1.0
NARFL,0.21173307,0.6737957583891232,1.0
AC010457.1,2.8035355,0.6744901031962895,1.0
C15orf65,0.7544604,0.6745652421414613,1.0
PACRGL,0.3509309,0.6754521265874771,1.0
C15orf41,0.5405717,0.6754897163994279,1.0
ZNF470,0.9693671,0.675826986900144,1.0
GOLGA8N,1.1837543,0.6758420259542437,1.0
RPP38,0.053896073,0.6759193717042745,1.0
POLR3D,0.15109836,0.6760429171498465,1.0
DACT3-AS1,5.303963,0.6761181229967533,1.0
TMEM214,0.12058126,0.6765812473186329,1.0
AC027682.6,1.3753074,0.6766554015576971,1.0
LZTFL1,0.30279663,0.6767553535362774,1.0
AL731661.1,2.394643,0.6768499369958344,1.0
ZNF629,0.60060376,0.6770369692926026,1.0
POGK,0.16893846,0.6771605935248941,1.0
