gene_symbol,log2fc,pval,padj
DNAJB13,-15.640472,0.9963352130403034,1.0
CCDC187,-15.640472,0.9963352130403034,1.0
LINC01705,-16.640495,0.9963352130403034,1.0
AC013457.1,-15.640472,0.9963352130403034,1.0
DCDC2B,-15.640472,0.9963352130403034,1.0
CPA4,-16.640495,0.9963352130403034,1.0
ANXA8,-15.640472,0.9963352130403034,1.0
MAP3K19,-15.640472,0.9963352130403034,1.0
AC133794.1,-15.640472,0.9963352130403034,1.0
ACBD3-AS1,-15.640472,0.9963352130403034,1.0
AL139819.1,-15.640472,0.9963352130403034,1.0
AL592463.1,-15.640472,0.9963352130403034,1.0
ANKRD16,-0.0360769,0.9962765956288164,1.0
AL355338.1,-0.09674801,0.9962683891928048,1.0
TFE3,-0.03945224,0.9961851525071435,1.0
ATP5F1C,0.007932476,0.9961488097418647,1.0
FKBP1B,-0.06911886,0.9961101222908337,1.0
IQCK,-0.020461839,0.9957959336413027,1.0
MCF2L,-0.05387597,0.9957701420640356,1.0
ZSCAN22,-0.037697177,0.9957513845560703,1.0
SLC12A2,0.06509332,0.9956013245777527,1.0
RP6-201G10.2,-0.09016643,0.9955614649219469,1.0
TMEM132C,-0.09016643,0.9955614649219469,1.0
AL512598.1,-0.09016643,0.9955614649219469,1.0
RP1-30M3.5,-0.09016643,0.9955614649219469,1.0
DNA2,-0.09016643,0.9955614649219469,1.0
EPHB1,-0.09016643,0.9955614649219469,1.0
C3orf67,-0.09016643,0.9955614649219469,1.0
RP11-806H10.4,-0.09016643,0.9955614649219469,1.0
DEPDC4,-0.09016643,0.9955614649219469,1.0
GSC,-0.22774352,0.995554430866187,1.0
ZFP90,0.016474169,0.9953047221146364,1.0
CTC1,-0.020340614,0.9952566561628432,1.0
SHMT2,0.014806482,0.9952531391426541,1.0
ZIK1,-0.03773995,0.9951511455975675,1.0
RXRG,0.061987825,0.9950292223834165,1.0
DNAAF5,-0.034495525,0.9948615781540641,1.0
ZKSCAN7,0.16897476,0.9948334420816574,1.0
AC084036.1,0.16897476,0.9948334420816574,1.0
RAPGEF2,-0.1786192,0.9947631019288257,1.0
RSPH1,-0.6759106,0.9947244148620824,1.0
AL162431.2,-0.16056529,0.9945978027308516,1.0
TNNI3K,-0.16056529,0.9945978027308516,1.0
AQP8,-0.16056529,0.9945978027308516,1.0
CTD-2020K17.4,-0.16056529,0.9945978027308516,1.0
RP11-502I4.3,-0.16056529,0.9945978027308516,1.0
KIR3DX1,-0.16056529,0.9945978027308516,1.0
LINC00106,-0.16056529,0.9945978027308516,1.0
AP001330.5,-0.16056529,0.9945978027308516,1.0
RP1-8B1.4,-0.16056529,0.9945978027308516,1.0
AL139424.3,-0.16056529,0.9945978027308516,1.0
GSN-AS1,-0.26013768,0.9945954580630278,1.0
AL161669.3,-0.26013768,0.9945954580630278,1.0
ENO3,-0.04512917,0.9941886589197371,1.0
SRRM3,-0.07915024,0.9941581783518092,1.0
LRRC57,-0.015278918,0.9941523167051067,1.0
DYRK1A,-0.0012613649,0.9940561857444513,1.0
DHX33,-0.035321236,0.9940221882301667,1.0
SPDL1,0.02250218,0.9938768196715805,1.0
CTA-204B4.2,-0.075684376,0.9938240650027519,1.0
RP11-398K22.12,-0.075684376,0.9938240650027519,1.0
RP11-166O4.6,-0.075684376,0.9938240650027519,1.0
ZNF404,-0.075684376,0.9938240650027519,1.0
AC008610.1,-0.075684376,0.9938240650027519,1.0
BMP8B,-0.118789926,0.9938182033745445,1.0
RP11-161M6.2,-0.118789926,0.9938182033745445,1.0
ZNF169,0.03929104,0.9937455192125921,1.0
LINC00619,-0.35321933,0.993634148420183,1.0
AL158154.2,-0.35321933,0.993634148420183,1.0
ZBTB20-AS4,-0.35321933,0.993634148420183,1.0
AL157832.1,-0.35321933,0.993634148420183,1.0
RP11-635O16.2,-0.35321933,0.993634148420183,1.0
EPHA6,-0.35321933,0.993634148420183,1.0
AC004982.1,-0.35321933,0.993634148420183,1.0
TFAP2E,-0.35321933,0.993634148420183,1.0
RP11-950C14.3,-0.35321933,0.993634148420183,1.0
AC099524.1,-0.35321933,0.993634148420183,1.0
CTRL,-0.35321933,0.993634148420183,1.0
RP11-629B11.5,-0.35321933,0.993634148420183,1.0
PF4,-0.35321933,0.993634148420183,1.0
KB-1208A12.3,-0.35321933,0.993634148420183,1.0
RP13-270P17.1,-0.35321933,0.993634148420183,1.0
HPCAL4,-0.35321933,0.993634148420183,1.0
AC069513.4,-0.35321933,0.993634148420183,1.0
ACTN3,-0.35321933,0.993634148420183,1.0
RBFADN,-0.35321933,0.993634148420183,1.0
RP11-539L10.2,-0.35321933,0.993634148420183,1.0
AC079447.1,-0.35321933,0.993634148420183,1.0
HORMAD1,-0.35321933,0.993634148420183,1.0
AC007993.3,-0.35321933,0.993634148420183,1.0
RP11-63L7.5,-0.35321933,0.993634148420183,1.0
RP11-439L18.1,-0.35321933,0.993634148420183,1.0
RP11-249C24.10,-0.35321933,0.993634148420183,1.0
CRYM-AS1,-0.35321933,0.993634148420183,1.0
RP11-307B6.3,-0.35321933,0.993634148420183,1.0
RP11-731C17.2,-0.35321933,0.993634148420183,1.0
RP5-991G20.1,-0.35321933,0.993634148420183,1.0
RP11-387H17.4,-0.35321933,0.993634148420183,1.0
C20orf144,-0.35321933,0.993634148420183,1.0
AL022328.1,-0.35321933,0.993634148420183,1.0
AC104187.1,-0.35321933,0.993634148420183,1.0
RMRP,-0.35321933,0.993634148420183,1.0
AL137003.1,-0.35321933,0.993634148420183,1.0
RET,-0.35321933,0.993634148420183,1.0
TCF4-AS2,-0.35321933,0.993634148420183,1.0
HMSD,-0.35321933,0.993634148420183,1.0
DYDC2,-0.938328,0.9936329760967083,1.0
IGLV3-1,-0.5231808,0.9936329760967083,1.0
RP11-787I22.3,-0.5231808,0.9936329760967083,1.0
LINC01914,-0.5231808,0.9936329760967083,1.0
LPAR3,-0.5231808,0.9936329760967083,1.0
MUC16,-0.6752204,0.9936329760967083,1.0
GGT2,-0.6752204,0.9936318037732472,1.0
TCP11L1,0.0021997374,0.9934067179264483,1.0
MIB2,0.0013698759,0.9931792879684334,1.0
AC005332.6,-0.053665888,0.9930503330826208,1.0
SDR42E1,-0.10811551,0.9928604180368591,1.0
C19orf57,-0.10811551,0.9928604180368591,1.0
RP4-657D16.3,-0.16061974,0.992855728781543,1.0
AC048382.5,-0.16061974,0.992855728781543,1.0
APLN,-0.3075716,0.9928416610170759,1.0
SPATA4,-16.640495,0.9926705033956115,1.0
AC007036.1,-16.640495,0.9926705033956115,1.0
CCDC60,-16.640495,0.9926705033956115,1.0
SPINK6,-17.225489,0.9926705033956115,1.0
FAM153A,-16.640495,0.9926705033956115,1.0
LINC02201,-16.640495,0.9926705033956115,1.0
AC010327.4,-16.640495,0.9926705033956115,1.0
QRFP,-16.640495,0.9926705033956115,1.0
EPPIN,-16.640495,0.9926705033956115,1.0
C6orf118,-17.225489,0.9926705033956115,1.0
GSTA3,-16.640495,0.9926705033956115,1.0
LRP1-AS,-16.640495,0.9926705033956115,1.0
CDC25A,-16.640495,0.9926705033956115,1.0
TMEM151A,-16.640495,0.9926705033956115,1.0
GK3P,-16.640495,0.9926705033956115,1.0
AC145207.3,-16.640495,0.9926705033956115,1.0
SCGB2A1,-16.640495,0.9926705033956115,1.0
OVCH1,-16.640495,0.9926705033956115,1.0
DRC7,-16.640495,0.9926705033956115,1.0
TICRR,-16.640495,0.9926705033956115,1.0
LINC01114,-16.640495,0.9926705033956115,1.0
TM4SF19-TCTEX1D2,-16.640495,0.9926705033956115,1.0
AC090796.1,-16.640495,0.9926705033956115,1.0
ANXA8L1,-16.640495,0.9926705033956115,1.0
SRCIN1,-16.640495,0.9926705033956115,1.0
LINC02009,-17.225489,0.9926705033956115,1.0
CFAP58-DT,-16.640495,0.9926705033956115,1.0
AP001207.3,-16.640495,0.9926705033956115,1.0
DNAH3,-16.640495,0.9926705033956115,1.0
TTC29,-16.640495,0.9926705033956115,1.0
UCK2,-0.014950091,0.9925145861297113,1.0
LINC02447,-0.10336631,0.9922379216134375,1.0
ZBED6CL,-0.100506626,0.9920784882461597,1.0
KTN1-AS1,-0.100506626,0.9920784882461597,1.0
LINC01265,-0.16059254,0.9918967814856748,1.0
FAM53A,-0.16059254,0.9918967814856748,1.0
AC079322.1,-0.16059254,0.9918967814856748,1.0
AL139424.2,-0.16059254,0.9918967814856748,1.0
AL137802.2,-0.16059254,0.9918967814856748,1.0
AP002884.4,-0.16059254,0.9918967814856748,1.0
ZFHX2,-0.22774352,0.9918932645847488,1.0
AC010491.1,-0.22774352,0.9918932645847488,1.0
CHAF1B,0.06202664,0.9916083961388947,1.0
PCAT6,-0.06952255,0.9914700653430415,1.0
TESK2,-0.020693881,0.991463031580576,1.0
DANT2,0.061987825,0.9913774541905528,1.0
IQCC,-0.090211116,0.9911230671960516,1.0
LINC02580,-0.12587187,0.9911160334669699,1.0
AL645608.8,-0.227862,0.9910949322838695,1.0
AL138694.1,-0.26013768,0.9909331567547918,1.0
HIST1H3E,-0.26013768,0.9909331567547918,1.0
AL390728.5,-0.26013768,0.9909331567547918,1.0
AL109811.2,-0.26013768,0.9909331567547918,1.0
CTA-228A9.4,-0.26013768,0.9909331567547918,1.0
CTD-2588E21.1,-0.26013768,0.9909331567547918,1.0
CCDC163P,-0.26013768,0.9909331567547918,1.0
AC004893.11,-0.26013768,0.9909331567547918,1.0
AL022341.2,-0.26013768,0.9909331567547918,1.0
HOXA1,-0.26013768,0.9909331567547918,1.0
KIF6,-0.26013768,0.9909331567547918,1.0
RP11-393I2.4,-0.26013768,0.9909331567547918,1.0
RP11-563N4.1,-0.26013768,0.9909331567547918,1.0
AC112220.2,-0.26013768,0.9909331567547918,1.0
AP001189.5,-0.26013768,0.9909331567547918,1.0
AC138356.1,-0.35328382,0.990930812184631,1.0
RSPO4,-0.35328382,0.990930812184631,1.0
C2orf44,-0.35328382,0.990930812184631,1.0
RP11-42I10.1,-0.35328382,0.990930812184631,1.0
RP11-514O12.4,-0.35328382,0.990930812184631,1.0
SLC22A4,-0.03397106,0.9907291794459221,1.0
BRPF1,-0.0014567819,0.9906494643397313,1.0
NEURL4,-0.04512917,0.9905392700820986,1.0
CTC-338M12.5,-0.06223955,0.9905240304648815,1.0
LRRC37A3,0.061978124,0.9904079750321982,1.0
AL365203.2,-0.06597139,0.9903493612542899,1.0
DOK6,-0.06597139,0.9903493612542899,1.0
CCAR2,-0.038919378,0.990222755672183,1.0
AKR1E2,-0.118789926,0.9901594529732546,1.0
ZNF777,-0.118789926,0.9901594529732546,1.0
RP11-535A5.1,-0.118789926,0.9901594529732546,1.0
DTWD2,-0.025680834,0.9901453857152247,1.0
RBM45,-0.01858514,0.9900984948772752,1.0
ANKRD13C,0.015246536,0.990097322606764,1.0
TM4SF19-AS1,0.47704774,0.9899800956640251,1.0
KCNJ11,-0.5231808,0.9899695452497511,1.0
H2BFS,-0.5231808,0.9899695452497511,1.0
AP000253.1,-0.5231808,0.9899695452497511,1.0
CTB-113P19.5,-0.5231808,0.9899695452497511,1.0
CTD-2035E11.5,-0.5231808,0.9899695452497511,1.0
BEST4,-0.5231808,0.9899695452497511,1.0
AC023908.3,-0.5231808,0.9899695452497511,1.0
RP11-542A14.2,-0.5231808,0.9899695452497511,1.0
TRAV20,-0.5231808,0.9899695452497511,1.0
LL0XNC01-116E7.2,-0.5231808,0.9899695452497511,1.0
AC139099.4,-0.5231808,0.9899695452497511,1.0
CTB-55O6.10,-0.5231808,0.9899695452497511,1.0
RP11-720L2.4,-0.5231808,0.9899695452497511,1.0
RP11-572O17.1,-0.5231808,0.9899695452497511,1.0
CTC-336P14.1,-0.5231808,0.9899695452497511,1.0
RUNDC3A-AS1,-0.5231808,0.9899695452497511,1.0
AL627309.1,-0.5231808,0.9899695452497511,1.0
AC133528.2,-0.5231808,0.9899695452497511,1.0
AC025165.2,-0.5231808,0.9899695452497511,1.0
RP11-993B23.3,-0.5231808,0.9899695452497511,1.0
RP11-1007O24.2,-0.5231808,0.9899695452497511,1.0
CU639417.3,-0.5231808,0.9899695452497511,1.0
RP11-90C4.1,-0.5231808,0.9899695452497511,1.0
RP11-278C7.4,-0.5231808,0.9899695452497511,1.0
ABCB6,-0.5231808,0.9899695452497511,1.0
AC007383.3,-0.5231808,0.9899695452497511,1.0
AC010754.1,-0.5231808,0.9899695452497511,1.0
RP11-171I2.5,-0.5231808,0.9899695452497511,1.0
RP11-186N15.3,-0.5231808,0.9899695452497511,1.0
LINC00540,-0.5231808,0.9899695452497511,1.0
AC114271.1,-0.5231808,0.9899695452497511,1.0
ABALON,-0.5231808,0.9899695452497511,1.0
RP11-72I8.1,-0.5231808,0.9899695452497511,1.0
RP11-38C17.1,-0.5231808,0.9899695452497511,1.0
RP11-297N6.4,-0.5231808,0.9899695452497511,1.0
AP000550.1,-0.5231808,0.9899695452497511,1.0
ZNF728,-0.5231808,0.9899695452497511,1.0
AC010761.1,-0.5231808,0.9899695452497511,1.0
GDF3,-0.5231808,0.9899695452497511,1.0
C8orf37-AS1,-0.5231808,0.9899695452497511,1.0
TP73,-0.6752204,0.9899683729816067,1.0
AL136038.5,-0.6752204,0.9899683729816067,1.0
LINC01351,-0.6752204,0.9899683729816067,1.0
RP11-498C9.3,-0.6752204,0.9899683729816067,1.0
AL078581.1,-0.6752204,0.9899683729816067,1.0
SEPT7-AS1,-0.6752204,0.9899683729816067,1.0
RP1-27K12.4,-0.6752204,0.9899683729816067,1.0
RIBC2,-0.6752204,0.9899683729816067,1.0
PLEKHD1,-0.6752204,0.9899683729816067,1.0
NDST1-AS1,-0.6752204,0.9899683729816067,1.0
XRCC6BP1,-0.08129035,0.9897093022574991,1.0
PPIP5K1,-0.053700868,0.989575664387914,1.0
FAM71F2,-0.09030048,0.9895475301367218,1.0
PSPH,-0.035763532,0.9894889171551905,1.0
JMJD1C-AS1,-0.10818738,0.9893763803899451,1.0
RP11-20D14.6,0.16153894,0.9892286762066763,1.0
AC097103.2,0.16153894,0.9892286762066763,1.0
NTNG2,-0.16061974,0.9891958531047947,1.0
RP11-350J20.5,-0.21128264,0.9891911640917317,1.0
GPX2,-17.225489,0.9890059483760358,1.0
PRKCZ-AS1,-17.225489,0.9890059483760358,1.0
LINC01546,-17.225489,0.9890059483760358,1.0
AC022762.2,-17.225489,0.9890059483760358,1.0
AC098484.2,-17.225489,0.9890059483760358,1.0
AC013470.2,-17.225489,0.9890059483760358,1.0
KLK4,-17.640562,0.9890059483760358,1.0
AL021392.1,-17.225489,0.9890059483760358,1.0
AC137630.4,-17.225489,0.9890059483760358,1.0
AC005523.1,-17.225489,0.9890059483760358,1.0
AC009902.2,-17.225489,0.9890059483760358,1.0
AC022784.7,-17.225489,0.9890059483760358,1.0
LINC01050,-17.225489,0.9890059483760358,1.0
UBE2E2-AS1,-17.225489,0.9890059483760358,1.0
CFAP100,-17.225489,0.9890059483760358,1.0
ANKUB1,-17.225489,0.9890059483760358,1.0
AL133415.1,-17.225489,0.9890059483760358,1.0
SLC35F3,-17.225489,0.9890059483760358,1.0
ABHD12B,-17.225489,0.9890059483760358,1.0
CFAP97D2,-17.225489,0.9890059483760358,1.0
KIF18B,-17.225489,0.9890059483760358,1.0
C1orf158,-17.225489,0.9890059483760358,1.0
HPDL,-17.225489,0.9890059483760358,1.0
TMEM9B-AS1,-17.225489,0.9890059483760358,1.0
CFAP299,-17.225489,0.9890059483760358,1.0
C1orf143,-17.640562,0.9890059483760358,1.0
AC026785.2,-17.225489,0.9890059483760358,1.0
TMEM212,-17.225489,0.9890059483760358,1.0
LINC02426,-17.225489,0.9890059483760358,1.0
AGBL4,-17.225489,0.9890059483760358,1.0
AC012150.2,-17.225489,0.9890059483760358,1.0
AC022509.2,-17.640562,0.9890059483760358,1.0
TMPRSS4,-17.225489,0.9890059483760358,1.0
U47924.3,-17.225489,0.9890059483760358,1.0
CCDC33,-17.640562,0.9890059483760358,1.0
SCG3,-17.225489,0.9890059483760358,1.0
CROCC2,-17.225489,0.9890059483760358,1.0
AL121772.3,-17.225489,0.9890059483760358,1.0
CALCA,-1.3159007,0.9889332689527099,1.0
ELK4,-0.041607074,0.9889274077128871,1.0
ESS2,0.050378222,0.9888054940605295,1.0
KCTD2,-0.048038926,0.9887550875304828,1.0
ZMYM6,0.020039532,0.9887222646978256,1.0
SYCP2,-0.11898807,0.9887140589926415,1.0
SOX12,-0.10336631,0.9885862845950641,1.0
MYLK-AS1,0.20233034,0.9885218113861064,1.0
RP11-347C12.10,-0.22774352,0.9882322689961045,1.0
AC005899.6,-0.22774352,0.9882322689961045,1.0
BEGAIN,-0.22774352,0.9882322689961045,1.0
AGMO,-0.22774352,0.9882322689961045,1.0
KDM4D,-0.22774352,0.9882322689961045,1.0
DNLZ,-0.22774352,0.9882322689961045,1.0
RP11-149I23.3,-0.22774352,0.9882322689961045,1.0
AL928654.1,-0.22774352,0.9882322689961045,1.0
AC026461.3,-0.29191065,0.9882287522963635,1.0
IKBKAP,-0.066068575,0.987986100570301,1.0
DXO,0.016638756,0.9878501223096978,1.0
LENG8-AS1,-0.053718362,0.9878384000623206,1.0
CBLN3,-0.06952255,0.9878219889204038,1.0
ANKRD17,0.033700697,0.9878008888883689,1.0
AC073111.5,-0.036879078,0.9877469666230799,1.0
JADE3,-0.07574654,0.9876485000223703,1.0
TMEM131L,-0.042467024,0.9876438111413033,1.0
RP5-832C2.5,-0.1946583,0.9874445340925357,1.0
RP11-2C24.9,0.23190872,0.9872874574408332,1.0
SYN2,0.14440913,0.987285113016913,1.0
AC007383.2,-0.35328382,0.987268702052547,1.0
KLLN,-0.35328382,0.987268702052547,1.0
HIST1H3G,-0.35328382,0.987268702052547,1.0
LINC02099,-0.35328382,0.987268702052547,1.0
CDC42BPG,-0.35328382,0.987268702052547,1.0
OVGP1,-0.35328382,0.987268702052547,1.0
MLLT4-AS1,-0.35328382,0.987268702052547,1.0
HID1-AS1,-0.35328382,0.987268702052547,1.0
AC020915.1,-0.35328382,0.987268702052547,1.0
AC116667.2,-0.35328382,0.987268702052547,1.0
AC020571.3,-0.4407834,0.9872663576295058,1.0
AL662796.1,-0.4407834,0.9872663576295058,1.0
NOP9,-0.020041442,0.9872405689833134,1.0
FBXL18,-0.047183327,0.9870647376614468,1.0
ZNF473,-0.11149805,0.9869651001907337,1.0
ADCK5,0.030387774,0.9869557225568749,1.0
MTRNR2L6,-0.008521772,0.9867236266964212,1.0
GLI3,-0.01623827,0.9865501416344791,1.0
AL513550.1,0.061939325,0.9865302143368495,1.0
AL031848.2,-0.16064693,0.9864950485380106,1.0
TKTL1,-0.3534762,0.9864657437256852,1.0
WDR76,-0.04973984,0.9864469886553775,1.0
CRIP3,0.187468,0.986315703373522,1.0
AC005550.3,-0.6752204,0.9863051536794105,1.0
AC012645.1,-0.6752204,0.9863051536794105,1.0
RP1-257A7.5,-0.6752204,0.9863051536794105,1.0
CTD-2525I3.2,-0.6752204,0.9863051536794105,1.0
RP11-424G14.1,-0.6752204,0.9863051536794105,1.0
RP3-324O17.8,-0.6752204,0.9863051536794105,1.0
CLUL1,-0.6752204,0.9863051536794105,1.0
GIPC3,-0.6752204,0.9863051536794105,1.0
AL035461.2,-0.6752204,0.9863051536794105,1.0
C22orf31,-0.6752204,0.9863051536794105,1.0
RP6-109B7.5,-0.6752204,0.9863051536794105,1.0
SLC4A3,-0.6752204,0.9863051536794105,1.0
AGBL2,-0.6752204,0.9863051536794105,1.0
RAB40AL,-0.6752204,0.9863051536794105,1.0
MAGEE2,-0.6752204,0.9863051536794105,1.0
RP11-379B8.1,-0.6752204,0.9863051536794105,1.0
GRIK1,-0.6752204,0.9863051536794105,1.0
HIST2H3D,-0.6752204,0.9863051536794105,1.0
MAS1,-0.6752204,0.9863051536794105,1.0
P2RX5-TAX1BP3,-0.6752204,0.9863051536794105,1.0
LY6E-DT,-0.6752204,0.9863051536794105,1.0
AC013270.1,-0.6752204,0.9863051536794105,1.0
FKBP6,-0.6752204,0.9863051536794105,1.0
RP11-186B7.7,-0.6752204,0.9863051536794105,1.0
AC090229.1,-0.6752204,0.9863051536794105,1.0
AC009802.1,-0.6752204,0.9863051536794105,1.0
RP11-84A19.4,-0.6752204,0.9863051536794105,1.0
AL133492.1,-0.6752204,0.9863051536794105,1.0
PCDHGA9,-0.6752204,0.9863051536794105,1.0
WDR63,-0.6752204,0.9863051536794105,1.0
AL442663.3,-0.6752204,0.9863051536794105,1.0
LRRTM2,-0.6752204,0.9863051536794105,1.0
RP11-44N12.2,-0.6752204,0.9863051536794105,1.0
SAMD15,-0.6752204,0.9863051536794105,1.0
AC002454.1,-0.6752204,0.9863051536794105,1.0
RP11-20J15.3,-0.6752204,0.9863051536794105,1.0
CPT1B,-0.6752204,0.9863051536794105,1.0
RP11-506M13.3,-0.6752204,0.9863051536794105,1.0
RP11-38L15.2,-0.6752204,0.9863051536794105,1.0
CFAP65,-0.6752204,0.9863051536794105,1.0
RP11-8L8.2,-0.6752204,0.9863051536794105,1.0
AC022101.1,-0.6752204,0.9863051536794105,1.0
AL354733.3,-0.6752204,0.9863051536794105,1.0
AC130324.1,-0.6752204,0.9863051536794105,1.0
AC211476.2,-0.6752204,0.9863051536794105,1.0
AC027682.1,-0.6752204,0.9863051536794105,1.0
RP1-261D10.2,-0.81276053,0.9863039814913237,1.0
AL359182.2,-0.81276053,0.9863039814913237,1.0
EPHA5,-0.81276053,0.9863039814913237,1.0
AC011498.4,-0.81276053,0.9863039814913237,1.0
RP11-428J1.5,-0.81276053,0.9863039814913237,1.0
C11orf97,-0.938328,0.9863028093032665,1.0
AC005614.1,-0.938328,0.9863028093032665,1.0
LNX1,0.12695554,0.9862570939921221,1.0
RP11-147L13.11,-0.06486294,0.9862441999381565,1.0
INPP5K,-0.016235013,0.98623482244662,1.0
ELP1,-0.009836389,0.9862242727709146,1.0
KYAT3,0.022932507,0.9857471955377219,1.0
ZNF607,-0.10818738,0.9857214077228322,1.0
RP1-315G1.3,-0.13469644,0.985712030339297,1.0
FANCE,-0.13469644,0.985712030339297,1.0
SUPT20H,-0.02686958,0.9855830915164212,1.0
AC002310.12,-0.21128264,0.9855315160925237,1.0
SRRM2-AS1,-0.21128264,0.9855315160925237,1.0
RP11-455F5.3,-0.21128264,0.9855315160925237,1.0
RP11-97C16.1,-0.21128264,0.9855315160925237,1.0
RHBDL1,-0.21128264,0.9855315160925237,1.0
RP5-821D11.7,-0.21128264,0.9855315160925237,1.0
ARHGDIG,-0.3075716,0.9855221387492143,1.0
DNAI1,-17.640562,0.9853416252819018,1.0
MRLN,-17.640562,0.9853416252819018,1.0
AC016708.1,-17.640562,0.9853416252819018,1.0
ADM2,-17.640562,0.9853416252819018,1.0
AC008758.4,-17.640562,0.9853416252819018,1.0
AC079760.2,-17.640562,0.9853416252819018,1.0
STOML3,-17.640562,0.9853416252819018,1.0
C2orf54,-17.962524,0.9853416252819018,1.0
LINC02357,-17.640562,0.9853416252819018,1.0
ADH7,-17.962524,0.9853416252819018,1.0
OR5AU1,-17.962524,0.9853416252819018,1.0
LINC00677,-17.640562,0.9853416252819018,1.0
CHRFAM7A,-17.640562,0.9853416252819018,1.0
RAB44,-17.640562,0.9853416252819018,1.0
AL596223.1,-17.640562,0.9853416252819018,1.0
GALNT14,-17.640562,0.9853416252819018,1.0
AC090921.1,-17.640562,0.9853416252819018,1.0
AL732314.4,-17.640562,0.9853416252819018,1.0
SNORC,-17.640562,0.9853416252819018,1.0
AC006042.4,-17.640562,0.9853416252819018,1.0
MAP3K15,-17.640562,0.9853416252819018,1.0
FAM131B,-17.640562,0.9853416252819018,1.0
AC034114.2,-17.640562,0.9853416252819018,1.0
AC131097.1,-17.640562,0.9853416252819018,1.0
KEL,-17.640562,0.9853416252819018,1.0
CLCN1,-17.640562,0.9853416252819018,1.0
AC055811.3,-17.640562,0.9853416252819018,1.0
AC060766.4,-17.640562,0.9853416252819018,1.0
TSGA10IP,-17.640562,0.9853416252819018,1.0
ZBBX,-17.640562,0.9853416252819018,1.0
ZNF730,-17.640562,0.9853416252819018,1.0
PIK3CD-AS1,-17.640562,0.9853416252819018,1.0
DNAI2,-17.640562,0.9853416252819018,1.0
SERPINB5,-17.640562,0.9853416252819018,1.0
AC116614.1,-17.640562,0.9853416252819018,1.0
PPP1R42,-17.640562,0.9853416252819018,1.0
HGD,-17.640562,0.9853416252819018,1.0
AC069360.1,-17.640562,0.9853416252819018,1.0
C9,-18.640705,0.9853416252819018,1.0
AC093627.7,-17.640562,0.9853416252819018,1.0
LINC02166,-17.640562,0.9853416252819018,1.0
AL035665.1,-17.640562,0.9853416252819018,1.0
MIR583HG,-17.640562,0.9853416252819018,1.0
WDR93,-17.640562,0.9853416252819018,1.0
CLLU1OS,-18.225595,0.9853416252819018,1.0
SCN4B,-17.640562,0.9853416252819018,1.0
C10orf67,-17.640562,0.9853416252819018,1.0
PRSS12,-17.640562,0.9853416252819018,1.0
DUOX2,-17.640562,0.9853416252819018,1.0
C16orf71,-17.640562,0.9853416252819018,1.0
CDC25C,-17.640562,0.9853416252819018,1.0
AC012313.5,-17.640562,0.9853416252819018,1.0
SYCE1,-17.640562,0.9853416252819018,1.0
BX005040.1,-17.640562,0.9853416252819018,1.0
OTUD3,0.0013471773,0.9852982552745944,1.0
GATSL3,-0.07123449,0.9852830171742266,1.0
RAP1GAP2,-0.08276701,0.9852607461141178,1.0
TMEM54,0.00848434,0.9851669733556512,1.0
PRICKLE3,-0.061125077,0.9851376694105958,1.0
IPO9-AS1,-0.09034517,0.9851025047030015,1.0
FAM41C,-0.06044372,0.9849243372974397,1.0
TMEM86B,-0.13091712,0.984757892110859,1.0
CLCN2,-0.13091712,0.984757892110859,1.0
ABHD1,-0.13091712,0.984757892110859,1.0
UBAP1,0.03033275,0.9846336447276012,1.0
AC025283.2,-0.29191065,0.9845680047508699,1.0
AC009005.2,-0.29191065,0.9845680047508699,1.0
CH507-9B2.9,-0.29191065,0.9845680047508699,1.0
RP11-119B16.2,-0.29191065,0.9845680047508699,1.0
AC123768.3,-0.29191065,0.9845680047508699,1.0
AL162274.2,-0.29191065,0.9845680047508699,1.0
RP11-2B6.2,-0.29191065,0.9845680047508699,1.0
ST3GAL6-AS1,-0.29191065,0.9845680047508699,1.0
AC023355.1,-0.29191065,0.9845680047508699,1.0
AC009088.1,-0.29191065,0.9845680047508699,1.0
PCAT7,-0.29191065,0.9845680047508699,1.0
SDF2,-0.00080166064,0.9844296922852829,1.0
CYP26B1,-0.21046798,0.9841776834905512,1.0
TRIM62,-0.08515628,0.9841577572807831,1.0
GOLGA8R,-0.16067412,0.9837943987308646,1.0
AC002451.1,-0.227862,0.98378033330571,1.0
RP11-63E9.1,-0.016129067,0.9836209255073767,1.0
PURG,-0.4407834,0.9836045159180942,1.0
RP11-679C8.2,-0.4407834,0.9836045159180942,1.0
AC144831.3,-0.4407834,0.9836045159180942,1.0
RP11-84C10.2,-0.4407834,0.9836045159180942,1.0
RP11-800A3.7,-0.4407834,0.9836045159180942,1.0
ZNF492,-0.4407834,0.9836045159180942,1.0
LBHD1,-0.4407834,0.9836045159180942,1.0
CTD-2339F6.1,-0.52328235,0.9836021716916199,1.0
PANO1,-1.0540913,0.9836021716916199,1.0
HSD17B13,-0.52328235,0.9836021716916199,1.0
HDHD5-AS1,-0.52328235,0.9836021716916199,1.0
SGOL1,-0.6013216,0.9835998274652873,1.0
LINC00969,-0.03646689,0.9835916226742382,1.0
BPGM,-0.14993784,0.9835107469697628,1.0
ACSS1,-0.032707326,0.9833103166082245,1.0
CAMSAP1,-0.031532135,0.9833091445039331,1.0
ZNF224,-0.021638466,0.9831755248515079,1.0
FSIP2,0.038094528,0.9830923058325749,1.0
