gene_symbol,log2fc,pval,padj
RPL15,0.83683646,0.0002064121554349836,0.001298296801075703
ZNF148,0.58685666,0.00020913214083674263,0.001313304424507197
FMOD,0.65602,0.000212698990717494,0.0013348507997087034
SYT11,0.9822444,0.00021334822188082538,0.001338498002112568
ZDHHC4,0.52964777,0.0002154692268417333,0.0013509425823221176
RRAS2,1.1930501,0.00022362775553529544,0.0013989719787893666
GNAI1,1.9638522,0.00022438859399477416,0.0014032851574825858
MAFK,0.9844728,0.00022603367636646319,0.001413123734409348
SAE1,0.6250564,0.00023515511583560973,0.0014673500119199488
PPP1R11,0.4397666,0.00023609675318750345,0.0014708917494210053
ARMC1,0.75352716,0.0002368237056747649,0.0014749533420897142
TMEM45A,0.3748819,0.00023766626401938135,0.0014797321352593652
RUVBL2,0.5988899,0.0002502705428940547,0.001556236373935137
CLTA,0.07251848,0.0002520062900345717,0.00156653420001889
PLAGL1,1.0684763,0.00025324471872044505,0.0015737350377627657
GPR176,4.3787856,0.0002546493327652622,0.0015814640495358766
PDK3,1.3254515,0.00025738467720932436,0.0015979273387889778
BCAS3,1.8093019,0.000259093956569695,0.0016075435071231756
P4HA2,0.4312888,0.0002618245945846412,0.0016234611096572738
ENO2,1.3626672,0.00026278186600531175,0.0016283696972569934
SSBP3,0.9130784,0.0002642798298276866,0.0016371361102936275
RTL8B,2.1289587,0.00026648087318474704,0.0016502510011207861
KRT18,0.43730068,0.0002740648677725804,0.0016945482484731055
NDUFA8,0.3237146,0.00027549574670321765,0.0017028599093614164
IPO7,0.5704434,0.00027744716021382555,0.0017138441923104737
MT-ND5,0.56984156,0.0002779378256215202,0.0017163359068374155
KLC2,1.9127334,0.0002846823990586257,0.0017568817734747953
REEP1,4.3580003,0.00028484120986137766,0.0017573102818620669
PFKP,0.8209329,0.0002867811557440723,0.0017676147599498275
HRC,6.02161,0.00029677741638770553,0.0018263654338075324
TYW3,0.6441605,0.0003002392826530275,0.0018470916068597705
PPP1CC,0.2790809,0.00030367697326517577,0.001867072122682891
TRIM56,0.4985651,0.00031169864271296803,0.0019148008796403288
UNC45B,5.709888,0.00031302579934868753,0.001921546446079892
